index,limit,speaker,original,translation
0,45,0,��������Is this... the Village of\nBeginnings?,
1,11,0,We're back!,
2,35,0,"Hey, the village is back to\nnormal!",
3,42,0,"Whoa, there's so many DigiEggs\neverywhere!",
4,17,0,"Hey, wait for me!",
5,41,0,Now all the dead Digimon can be\nreborn...,
6,17,0,Thank goodness...,
7,58,0,And so ends the prophecy inscribed\nin the ancient ruins...,
8,90,0,"First, what returned was the\nisland, and that island created a\nnew sky and sea and land...",
9,23,0,So what does that mean?,
10,53,0,"In other words, the Digimon world\nis being recreated.",
11,60,0,"Shall we take a photo to\ncommemorate the occasion,\neveryone?",
12,19,0,A picture? Why not?,
13,10,0,Good idea!,
14,8,0,I agree!,
15,34,0,Talk to me whenever you are ready!,
16,5,0,Okay!,
17,30,0,Then I shall take the picture.,
18,10,0,Please do!,
19,12,0,"Ready, guys?",
20,11,0,Say cheese!,
21,7,0,Aaaaah!,
22,14,0,What happened?,
23,11,0,It hatched!,
24,9,0,How cute!,
25,34,0,"So you're leaving, no matter what?",
26,93,0,"I'm proud to be a Virus-type,\ny'know! Vaccine and Data-types\nlike y'all make my stomach turn!",
27,18,0,"All right, see ya!",
28,11,0,...He left.,
29,32,0,He's just trying to look cool...,
30,18,0,"Oh, how nostalgic!",
31,53,0,This is where we spent our first\nnight in this world!,
32,69,0,"Man, a lot's happened since we\ncame here, but I'm really glad we\ndid.",
33,37,0,We won't have any regrets going\nhome!,
34,6,0,Jou...,
35,41,0,"Oh. Oh, no. I shouldn't have said\nthat...",
36,6,0,Hey...,
37,5,0,What?,
38,49,0,We still have quite a bit of\nsummer break left...,
39,42,0,I think I'll stay here for the\nrest of it.,
40,14,0,"Oh, good idea!",
41,30,0,I'll stay here if Yamato does!,
42,30,0,"Me, too! Is that okay, Taichi?",
43,5,0,Yeah!,
44,26,0,I'd like to do so as well.,
45,8,0,"Me, too!",
46,32,0,"Me, too! We've got tons of time!",
47,67,0,Indeed. If one day here is\nequivalent to one second in our\nworld...,
48,98,0,I can do it in my head! Uh... Four\nthousand and thirty-two days. So\nabout a hundred and ten years!,
49,11,0,Seriously?!,
50,45,0,That's great! We can go on another\nadventure!,
51,5,0,Yeah!,
52,50,0,"All right, let's go! Our new\nadventure starts now!",
53,7,0,...Huh?,
54,23,0,It's a solar eclipse...,
55,56,0,"Children, I've got some news for\nyou about that eclipse.",
56,22,0,Good news or bad news?,
57,21,0,...Probably bad news.,
58,40,0,"But it's just a solar eclipse,\nisn't it?",
59,47,0,The eclipse's shadow is the gate\nto your world.,
60,41,0,The eclipse will end in around two\nhours.,
61,46,0,Then why don't we just wait for\nthe next gate?,
62,72,0,"Yeah! After all, we've got a\nhundred and ten years left of\nsummer break!",
63,37,0,But that was because of\nApocalymon...,
64,62,0,"Now, the flow of time in your\nworld and our world is the same.",
65,6,0,What?!,
66,27,0,So what happens if we stay?,
67,9,0,Yamato...,
68,65,0,This world may consider you\nforeign objects and delete your\ndata.,
69,5,0,So...,
70,16,0,Unfortunately...,
71,41,0,"When you get back, take care of\nyour mom.",
72,52,0,"Yeah... And besides, I need to\nthank you, Piyomon...",
73,96,0,"My mom and I were having a hard\ntime seeing eye-to-eye, but I\nthink we'll fix it because of you.",
74,52,0,I think we'll be able to get along\nfine from now on.,
75,7,0,Really?,
76,7,0,Really!,
77,87,0,"I'm so happy to hear that, Sora! I\nwas worried that maybe I was\nalways bothering you...",
78,48,0,Of course not! Not at all!\nPiyomon...\nPiyomon...,
79,70,0,"Okay, we might not have\nnecessarily been the best fighting\nduo, but...",
80,27,0,...It was still pretty fun.,
81,76,0,"I think so too! And by the way,\ngood luck on your studies when you\nget home.",
82,5,0,Yeah?,
83,5,0,What?,
84,18,0,Let's shake hands.,
85,22,0,"Huh? ...Okay, why not.",
86,7,0,...huh!,
87,5,0,What?,
88,23,0,So you *do* have hands!,
89,6,0,...gh!,
90,11,0,Tentomon...,
91,12,0,Koushirou...,
92,33,0,I... am... truly thankful to you.,
93,11,0,"Oi, oi, oi!",
94,72,0,"You're always bein' so formal and\npolite with me, Koushirou, even\nnow...",
95,56,0,S-Sorry. But then what should I\nsay at a time like this?,
96,65,0,"Well, it's hard to say, but... you\nshouldn't be forcin' yourself.",
97,63,0,No problem bein' all formal if\nthat's the way you wanna say it.,
98,44,0,"Well, the words'll come easy to\nyou someday.",
99,29,0,Do you think so? I hope so...,
100,22,0,Waaaaaaah! Waaaaaaaah!,
101,34,0,"Waaaaaaaah... Don't cry, Takeru...",
102,70,0,Waaaaaaah... But... But... we\nwon't be able to see each other\nagain...,
103,66,0,That's not true...\nYour world and my world run\non the same time...,
104,32,0,...so we'll meet again sometime!,
105,7,0,Really?,
106,38,0,"That's how it was with Devimon,\nright?",
107,42,0,"Yeah, I really believed we'd meet\nagain...",
108,17,0,So believe again!,
109,39,0,Okay! We'll meet again. It's a\npromise!,
110,5,0,Yeah!,
111,17,0,"...Hey, Yamato...",
112,8,0,...Yeah?,
113,41,0,Can you play your harmonica for me\nagain?,
114,8,0,...Sure.,
115,8,0,...Sure.,
116,28,0,"...Are you serious, Yamato?!",
117,13,0,What's wrong?,
118,20,0,"...No, it's nothing.",
119,62,0,"Hey, this was where I lit a fire\nwith my Baby Flame, isn't it?",
120,53,0,Yeah! Yamato got mad because it\nscorched his clothes.,
121,24,0,...Huh? Was it my fault?,
122,53,0,"Wait, no, it's because I was\nteasing Gabumon. Hahaha!",
123,12,0,Taichiiiiii!,
124,20,0,Ahaha... ah... *sob*,
125,13,0,Haha... *sob*,
126,16,0,...Are you sure?,
127,5,0,Yeah.,
128,10,0,...Thanks.,
129,18,0,Looks good on you.,
130,37,0,"Really? Okay so... take care,\nHikari.",
131,16,0,Until next time.,
132,10,0,Next time?,
133,10,0,Next time.,
134,21,0,Palmon! Palmooooooon!,
135,22,0,"Whatcha doin', ribbit?",
136,39,0,I can't find Palmon. Have you seen\nher?,
137,19,0,"We haven't, ribbit.",
138,62,0,Really? Where did Palmon go... We\ndon't have much time left...,
139,77,0,We've completed modifications to\nthe trolley. We're ready to go at \nany time.,
140,15,0,Okay! Good job!,
141,55,0,Come talk to me when you're done\nsaying your farewells.,
142,16,0,"Got it, old man!",
143,7,0,Indeed!,
144,67,0,Have you finished saying your\nfarewells? We've finished on our\nend.,
145,7,0,Well...,
146,33,0,Can't we have a little more time?,
147,37,0,No can do. The gate won't be\nwaiting.,
148,6,0,But...,
149,13,0,What's wrong?,
150,14,0,Palmon's gone.,
151,42,0,"Palmon... Stupid, stupid, stupid\nPalmon...",
152,7,0,Mimi...,
153,26,0,"Ah! There you are, ribbit!",
154,36,0,"Mimi's been looking for you,\nribbit.",
155,34,0,I know... I don't want to see her.,
156,16,0,"Why not, ribbit?",
157,89,0,"If I see her, it's going to hurt\neven more when she leaves! So it's\nbetter if we don't...",
158,43,0,"Are you sure you're okay with\nthat, ribbit?",
159,30,0,"Are you *really* sure, ribbit?",
160,35,0,"You're not gonna regret it,\nribbit?",
161,44,0,We're out of time. Please board\nthe trolley.,
162,27,0,"All right, guys. Take care!",
163,16,0,"You too, Taichi!",
164,8,0,Goodbye!,
165,8,0,Goodbye!,
166,8,0,Goodbye!,
167,8,0,Goodbye!,
168,8,0,Goodbye!,
169,8,0,Goodbye!,
170,8,0,Goodbye!,
171,5,0,Mimi!,
172,5,0,Mimi!,
173,5,0,Yeah!,
174,16,0,Mimi! I'm sorry!,
175,38,0,"It's fine! Thank you, Palmon!\nGoodbye!",
176,10,0,Mimi! Ack!,
177,3,0,Ah!,
178,71,0,"And for all eight of them, that\nwas the end of their summer\nvacation...",
179,48,0,"However, the gate would not stay\nclosed forever.",
180,76,0,Nor would this be the first - or\nlast - of the Chosen Children's\nadventures.,
181,55,0,The gate to the Digimon world\nwill surely open again...,
182,91,0,"And as long as you do not forget\nthe Digimon, if you wish for it,\nthen within your heart...",
183,14,0,"Or, perhaps...",
184,33,0,Sure! Take a commemorative photo.,
185,26,0,"Just a bit longer, please.",
186,91,0,We're ready to take the\ncommemorative photo at any time. \nAre you done talking to everyone?,
187,44,0,Understood! Then I shall call\neveryone here.,
188,40,0,"Whenever you're ready, come speak\nto me.",
189,62,0,This village is gonna be full of\nbabies when these eggs hatch!,
190,6,0,I bet!,
191,21,0,You're gonna be busy!,
192,39,0,With this many eggs? No doubt\nabout it!,
193,46,0,"All right, I'm gonna have to get\ndown to work!",
194,77,0,"Which one of these eggs is\nLeomon's? Nah, there's no way I \ncan recognize it.",
195,50,0,Isn't it a little early to be\nworrying about that?,
196,38,0,He gets lonely if Leomon's not\naround.,
197,10,0,S-Shut up!,
198,38,0,Which one of these eggs is\nLeomon's...,
199,41,0,"So what are you gonna do now,\nCentarumon?",
200,72,0,I will return to the ruins and\nwatch over this world's\nreconstruction...,
201,71,0,so that peace may return to File\nIsland and the surrounding\ncontinents.,
202,65,0,"We're the ones who brought that\npeaceful world back, aren't we...",
203,64,0,"Yes, it was thanks to you. You are\nwelcome to visit at any time.",
204,29,0,Yeah! We'll drop by for sure!,
205,53,0,I'm truly thankful for everything\nyou've done for us.,
206,48,0,"Hey, old man Gennai! What's with\nthe huge frown?",
207,70,0,It's been a while since I've taken\na picture. I'm practicing my\nsmile!,
