index,limit,speaker,original,translation
0,40,0,I thought maybe we should get some\nfood.,
1,23,0,"Oh, good! I'm starving!",
2,76,0,I'm stuck using a twig for bait.\nI'm hoping fish will mistake it\nfor a worm.,
3,30,0,Ah! Something's pulling on it!,
4,18,0,Gh...It's heavy...,
5,5,0,Help!,
6,11,0,Ghhhhhhhh!!,
7,5,0,Jou?!,
8,12,0,And Gomamon!,
9,13,0,U-ughhhhhh...,
10,24,0,What on earth happened?!,
11,7,0,Well...,
12,49,0,This is why I *said* I didn't want\nto go to camp.,
13,64,0,"You can tell me that all you want,\nbut I can't do much about it.",
14,56,0,"Who else do I say it to, then?\nWe're the only ones here!",
15,83,0,"Yeah, but if we're gonna drift\naround, we should have a bit more\noptimism about it.",
16,67,0,How are we supposed to have a bit\nmore optimism?!\n...Ah...ughhhh...,
17,54,0,Can't really call this\nseasickness. Maybe bedsickness?,
18,59,0,What does seasickness have to do\nwith optimism...Hm? A box!,
19,13,0,You're right!,
20,62,0,"Maybe it's got something to eat!\nLike canned food, or rations.",
21,16,0,Grrrrooooooooh!!,
22,15,0,Gyaaaaaaaaaah!!,
23,9,0,Ogremon?!,
24,57,0,"Sorry, I'm not food! I'm gonna\nbeat you, Chosen Children!",
25,15,0,Nghhhaaaaaaah!!,
26,15,0,Nghhhaaaaaaah!!,
27,15,0,Nghhhaaaaaaah!!,
28,9,0,Whoaaaaa!,
29,58,0,We can't run away! All this bed\nshaking is making me sick!,
30,52,0,Attacking at a time like this?\nYou're playing dirty!,
31,39,0,Shut up! Take this!\nFist of the Tyrant!,
32,13,0,Waaaaaaaaaah!,
33,17,0,Joooooooooooooou!,
34,88,0,"We managed to get away...and when\nI thought it was all over, your\nfishing line appeared.",
35,53,0,"We didn't catch any fish, but I'm\nglad it worked out.",
36,26,0,"So, I have a favor to ask.",
37,5,0,What?,
38,47,0,It's about Jou. He's completely\nlost his nerve.,
39,31,0,He's never been very confident.,
40,22,0,"So, what should we do?",
41,91,0,"We can't have an adventure like\nthis, so let's make him leader to\ngive him some confidence.",
42,43,0,Gomamon...Sora? Piyomon? Where is\neveryone?,
43,22,0,"We just got here, too.",
44,6,0,I see.,
45,47,0,That's why we're making you leader\nfrom now on!,
46,5,0,Ehhh?,
47,5,0,Ehhh?,
48,7,0,Please!,
49,7,0,Please!,
50,16,0,W-wait a minute!,
51,39,0,"You're the only one who can do it,\nJou!",
52,25,0,Okay! I'll be the leader!,
53,40,0,Is that to celebrate me becoming\nleader?,
54,17,0,I don't think so.,
55,22,0,The fog's clearing up!,
56,22,0,The fog's clearing up!,
57,28,0,There's a church over there!,
58,42,0,Maybe this time there'll be humans\ninside!,
59,22,0,Let's go check it out!,
60,51,0,"Wait! Jou is the leader! What\nshould we do, Leader?",
61,51,0,"A-ah, but...well...uh...we'll\nall...yeah, let's go!",
62,58,0,Okay! Maybe we'll finally see\nother humans in that church!,
63,66,0,"You're still saying that. It'd be\nconvenient if there were, but...",
64,22,0,*I'm* the leader here!,
65,12,0,"Yeah, but...",
66,10,0,Let's go!!,
67,29,0,What's with the sudden pride?,
68,29,0,He's become more of a leader!,
69,12,0,"Yeah, but...",
70,12,0,"Yeah, but...",
71,18,0,What should we do?,
72,26,0,The leader should go look!,
73,10,0,Whaaaaat?!,
74,11,0,"Go, Leader!",
75,7,0,Okay...,
76,35,0,There really *are* people in\nthere!,
77,7,0,No way!,
78,20,0,What are they doing?,
79,18,0,Looks kind of fun!,
80,38,0,"Excuse me, what kind of dance is\nthis?",
81,64,0,This is a carnival where we make\nofferings to the Great Bakemon!,
82,25,0,What's the Great Bakemon?,
83,39,0,The Great Bakemon is the Great\nBakemon!,
84,6,0,Huh...,
85,60,0,Would you also like to leave\nofferings to the Great Bakemon?,
86,20,0,The Great Bakemon...,
87,86,0,"I know about Bakemon! They're\nghost Digimon who live in the\nOverdell Graveyard, but...",
88,66,0,...They're not exactly a Digimon\nyou'd want to leave offerings to.,
89,63,0,God does not tolerate those who\nspeak ill of the Great Bakemon!,
