index,limit,speaker,original,translation
0,50,21,��������So? Do you feel Gankuumon's\npresence here?,
1,28,8,"Nope. Not from here, anyway.",
2,46,21,"Hm... By the way, Hackmon, are you\ndoing okay?",
3,38,8,Looks like it's gonna be a bit\nlonger.,
4,6,7,Uh-oh!,
5,17,7,We're surrounded!,
6,78,6,"We've got Hackmon with us, and\nhe's wounded. How are we gonna\nescape with him?",
7,23,6,What are we gonna do...,
8,10,255,Take that!,
9,23,21,Hey! Are you guys okay?,
10,12,6,Who are you?,
11,16,21,I'm Taiki Kudou!,
12,35,255,"And I'm Shoutmon, the Digimon\nKing!",
13,17,7,The Digimon King?,
14,59,21,"Well, first, let's try to get out\nof here! Ready, Shoutmon?",
15,15,255,Hah! Take that!,
16,28,21,"All right, now's our chance!",
17,7,21,Y-Yeah!,
18,26,21,So that's what happened...,
19,49,21,"Gankuumon was the one who brought\nus here, huh...",
20,51,8,Seems like Hackmon knows who that\nGankuumon guy is.,
21,36,18,He's probably got some kind of\nplan.,
22,74,21,"Ever since we were brought here,\nI've been trying to gather\ninformation...",
23,69,21,"But thanks to you guys, I think I\nhave a good grasp of the\nsituation.",
24,45,21,"Well, by running into us by\naccident, anyway.",
25,66,21,Why don't you guys help us out?\nWe'll look for a way out together!,
26,18,6,Sure! Sounds good!,
27,57,255,You've just established an\nalliance with Team Xros Heart!,
28,14,3,Xros... Heart?,
29,48,21,"Yeah, it's the team name for all\nof our friends.",
30,74,255,Taiki's our General! He's the one\nwho leads me and my friends into\nbattle!,
31,6,2,Wow...,
32,41,21,Seems like your Digimon really\nlikes you.,
33,82,255,Taiki's the kind of person who\ncan't leave someone behind when\nthey're in trouble!,
34,48,21,"Well... you get angry with me\nsometimes, though.",
35,32,255,You dare to make a copy of *me*?,
36,36,21,"Don't let your guard down,\nShoutmon!",
37,6,255,Right!,
38,17,6,"Let's go, Agumon!",
39,13,6,"Okay, Taichi!",
40,60,255,Didja see that? That's the power\nof the *real* Digimon King!,
41,10,21,We did it!,
42,26,2,"You did great too, Agumon.",
43,8,2,Heh heh!,
44,63,21,"Well, I guess we're splitting up\nhere. Thanks for all the help!",
45,9,21,Likewise!,
46,54,255,I'm worried about Hackmon. He\nstill can't even talk...,
47,27,2,It's okay! Leave him to us!,
48,28,255,"All right, take care of him!",
49,19,21,"All right, see you!",
50,61,21,"Oh yeah, by the way... there's\nsomeone else who came with us.",
51,31,255,I wonder where he ran off to...,
52,76,21,"If you run into him, take care of\nhim for me, okay? He'll help you\nout, too.",
53,30,2,"All right, I'll remember that!",
54,22,255,【Area 1】,
55,22,255,【Area 2】,
56,22,255,【Area 3】,
