index,limit,speaker,original,translation
0,27,0,"nd waited, but\nnobody came.",
1,93,0,"When I evolved into Plotmon, I \nstopped waiting and went on a \njourney to find them myself...",
2,82,0,"But the one who appeared before me\nwasn't the eighth Chosen Child,\nbut Vamdemon...",
3,96,0,"And then the days of despair\nbegan, and at some point I forgot\nthat I was waiting for someone...",
4,53,0,I-I don't understand. What's the\neighth Chosen Child?,
5,17,0,Heeeeeey! Hikari!,
6,7,0,Taichi!,
7,9,0,You're...,
8,18,0,Wait! Hear us out!,
9,55,0,"Hikari, get away from them! These\nguys are our enemies!",
10,43,0,"Get away from her, both of you!\nBaby Flame!",
11,10,0,Stop it...,
12,27,0,Hikari! Get out of the way!,
13,8,0,Tailmon!,
14,47,0,"I'm fine, Hikari. That's not\nenough to hurt me.",
15,48,0,Tailmon just threw herself in\nfront of Hikari...,
16,48,0,Have you recovered the memories\nyou locked away?,
17,75,0,Yes. I was waiting for the eighth\nChosen Child... I was waiting for\nHikari.,
18,25,0,So Tailmon is my Digimon!,
19,48,0,That's right. Hikari is the eighth\nChosen Child.,
20,22,0,And I'm her Digimon...,
21,66,0,"Okay, Tailmon, so even if this is\ntrue, who's that guy over there?",
22,15,0,He's my friend.,
23,41,0,You can't just expect me to\nbelieve that!,
24,75,0,"It doesn't matter if you believe\nme or not, but at least take the\nDigivice.",
25,42,0,Why are you giving her Digivice to\nTaichi?,
26,69,0,It would be dangerous if Vamdemon\nfound out about Hikari and\nTailmon.,
27,56,0,"But if you have the Digivice, both\nof them will be safe.",
28,56,0,"Okay, I'll take care of this. What\nare you gonna do now?",
29,39,0,We need Hikari's Crest. The real\none...,
30,5,0,Real?,
31,53,0,The one we have is a fake.\nVamdemon has the real one.,
32,38,0,Wait here. We'll go and bring it\nback.,
33,49,0,Wait! Where's Vamdemon's base?\nWe'll go with you.,
34,30,0,You can't. It's too dangerous.,
35,14,0,Tailmooooooon!,
36,44,0,Hikari's Crest should be hidden\naround here.,
37,53,0,This place is off-limits until\nLord Vamdemon returns!,
38,37,0,We came to switch out the guard.\nSee?,
39,27,0,Huh? What was I doing here?,
40,52,0,Weren't you going to switch off\nwith us and go home?,
41,34,0,"Ah, right...Okay, I'll be leaving.",
42,11,0,Good night.,
43,51,0,Where's the Crest? We have to\nhurry up and find it.,
44,52,0,Don't rush things. Vamdemon won't\nreturn until dawn.,
45,11,0,Here it is!,
46,39,0,"No doubt about it, it's the real\nCrest.",
47,67,0,"So what are you going to do, now\nthat you've stolen the real Crest?",
48,6,0,What!?,
49,52,0,Have you allied yourselves with\nthe Chosen Children?,
50,75,0,Those eyes of yours...I always\nknew they were like a dagger\npointed my way.,
51,19,0,I'll take you down!,
52,38,0,"I'll take care of you first,\nWizarmon.",
53,13,0,Aaaaaaaaargh!,
54,45,0,"Vamdemon, I'm the one you should\nbe fighting!",
55,88,0,"Those eyes! They're shining with\nthe light of hope, the light that\nbelieves in dreams...",
56,64,0,That's right! I've made it this\nlong because I believed in that!,
57,96,0,"If I believe in it, I can have\nhopes and dreams! And I'll defeat\nyou to make my dream come true!",
58,5,0,What?,
59,51,0,I can't take back my true self\nunless I defeat you!,
60,69,0,Take back your true self...could\nyou possibly be the eighth\nDigimon?!,
61,96,0,"I see! Now *that's* a completely\ndifferent story! First, I'll send\nyour precious friend to hell!",
62,8,0,Tailmon!,
63,9,0,Wizarmon!,
64,9,0,Wizarmon!,
65,9,0,Hahahaha!,
66,29,0,"We came to help you, Tailmon!",
67,7,0,Taichi!,
68,56,0,"What a privilege it is, to see you\ncome to me so easily.",
69,9,0,Gaaaaaah!,
70,16,0,"Greymon, evolve!",
71,46,0,You think I'll be beaten by such\nchild's play?,
72,3,0,Gh!,
73,101,0,The fact that a Chosen Child came\nout here to help you means that \nyou really are the eighth Digimon.,
74,64,0,W-what are you talking about? I'm\nnot the eighth Digimon at all.,
75,72,0,We'll see about that. I'll use you\nas bait to lure out the eighth\nchild.,
76,79,0,"I may not have the Crest anymore,\nbut I'll find the eighth child\nsoon enough...",
77,23,0,"That's cheap, Vamdemon!",
78,19,0,Farewell for now...,
79,7,0,Wait...,
80,16,0,Muahahahahaha...,
81,55,0,"Tailmon... You'll come back,\nright? You'll come back...",
82,19,0,Tailmoooooooooooon!,
