index,limit,speaker,original,translation
0,49,255,Taichi! What happened? WarGreymon\nstopped moving!,
1,10,0,Huh? What?,
2,19,0,Sorry about that...,
3,38,0,"Koushirou, the computer's not\nworking.",
4,15,0,What happened?!,
5,86,0,I didn't do anything? Why'd you\nhave to go to the bathroom at the\nmost important time?,
6,64,0,It's not working... What did you\ndo? Why did you make it freeze?,
7,21,0,It wasn't on purpose!,
8,47,0,"See, this is why you get into\nfights with Sora!",
9,54,0,I... I didn't... I just wanted to\nget her a present...,
10,10,0,A present?,
11,58,0,"Her birthday was coming up, so I\ngot her a hairpin, but...",
12,84,0,"She started saying stuff like ""Oh,\nso you don't think this hat looks\ngood on me?""...",
13,15,0,So that was it?,
14,27,0,"But I apologized, you know!",
15,10,0,It's back!,
16,22,0,Aaaaaah... WarGreymon!,
17,51,0,Taichi! Koushirou! You idiots!\nWhat were you up to?,
18,41,0,WarGreymon! WarGreymon!\nWarGreymooooooon!,
19,11,0,T-Taichi...,
20,57,0,If I could be there... If I could\nbe right next to you...,
21,17,0,"""You lost again?""",
22,6,0,What?!,
23,25,0,That was from Canberra...,
24,44,0,"""You were almost there, too. What\nthe heck?""",
25,25,0,This one's from Berlin...,
26,16,0,Put a lid on it!,
27,32,0,I'm just reading all the emails!,
28,23,0,"Why, you, Koushirou...!",
29,54,0,"Hey, stop it! Right now's not the\ntime to be fighting!",
30,22,0,Hmph! Stupid emails...,
31,44,0,We've received another email from\nDiablomon!,
32,45,0,"""WHO'S GOT THE CLOCK?"" ...That's\nall it says.",
33,10,0,The clock?,
34,20,0,It's copying itself!,
35,19,0,What's that number?,
36,25,0,What are we going to do?!,
37,4,0,Huh?,
38,61,0,I received an email from a\nTaiwanese middle school student...,
39,62,0,"Thirty minutes ago, an American\nmilitary base fired a missile.",
40,6,0,What?!,
41,89,0,"They said it's a bug in the launch\ncontrol computer, but...I'm sure\nit's because of this!",
42,32,0,"So then, this number would be...",
43,53,0,Probably when the missile will hit\nits destination...,
44,9,0,No way...,
45,53,0,Only one missile was fired. Its\nname is Peace Keeper.,
46,68,0,"But nobody knows where it's\nheaded, so it could be going\nanywhere...",
47,68,0,"And in nine minutes, it's going to\nexplode somewhere in the world...",
48,39,0,How are we going to defeat all of\nthem?,
49,71,0,Nuclear missiles don't explode if\nthe fuse in them fails to\nactivate...,
50,76,0,"If it's trying to play a game with\nus, only one of them will have the\nclock.",
51,49,0,"And if we defeat that one, then we\ncan stop it...",
52,37,0,"How are we gonna find that one,\nthen?",
53,50,0,"We'll just have to take them out,\none at a time...",
54,31,0,That's gonna take way too long!,
55,27,0,But there's no other way...,
56,27,0,Taichi... Taichi... Taichi!,
57,3,0,Ah!,
58,56,0,"Taichi! Get yourself together,\nTaichi! Leave it to me...",
59,13,0,WarGreymon...,
60,24,0,Do you know where it is?,
61,17,0,MetalGarurumon...,
62,30,0,I'll send you the address now!,
63,7,0,Please!,
64,44,0,Yeah... It's our only choice...\nI'm sorry...,
65,12,0,"No, don't...",
66,31,0,We're getting so many emails...,
67,54,0,"""You can do it, WarGreymon!""\nThat's from Costa Rica...",
68,54,0,"From the Philippines, ""You gotta\nwin, MetalGarurumon!""",
69,31,0,They're coming in like a flood.,
70,36,0,We can't give up... until the\nend...,
71,32,0,There's no way we can give up...,
72,28,0,How many of them are there?!,
73,66,0,"Eight thousand... no, sixteen\nthousand... It keeps copying\nitself!",
74,8,0,Aaaaaah!,
75,13,0,WarGreymon...,
76,72,0,Something's wrong with the way\nWarGreymon and MetalGarurumon are\nmoving!,
77,62,0,It's because of all the emails\ncoming from all over the world!,
78,57,0,The sheer amount of emails is\ntaking up processing speed!,
79,87,0,"To everyone around the world,\nWarGreymon and MetalGarurumon's\nresponse time is too low!",
80,31,0,Please! Stop sending us emails!,
81,5,0,Ah...,
82,13,0,WarGreymon...,
83,32,0,"Do you want more tea, Koushirou?",
84,34,0,"Ah, sorry. I'll leave you alone...",
85,90,0,"It's no use. The emails keep\ncoming in. We only have five\nminutes left, what are we to do?",
86,13,0,WarGreymon...,
87,54,0,"MetalGarurumon... It's me,\nYamato... Open your eyes...",
88,24,0,"I'm here! I'm here, too!",
89,69,0,I want to fight with you... I\nwon't let you fight alone...I'm\nhere...,
90,39,0,MetalGarurumon... let's fight\ntogether!,
91,17,0,WarGreymon and...,
92,17,0,MetalGarurumon...,
93,11,0,Combined...,
94,52,0,There! There's the last one! That\none has the clock!,
95,56,0,Yamato! Hurry up and find it! We\ndon't have time! Hurry!,
96,16,0,It's too fast...,
97,56,0,And it still outclasses us in\npower and response time...,
98,19,0,What should I do...,
99,15,0,Thirty seconds!,
100,25,0,That's it... redirection!,
101,51,0,If I redirect all of these emails\nto its address...,
102,3,0,Go!,
103,84,0,Ten seconds! Nine... eight...\nseven... six... five... four...\nthree... two... one...,
104,15,0,Ah! A response?,
105,58,0,"""Dear Sora, it was my fault, so\ndon't be angry anymore...""",
106,38,0,"""Taichi Yagami""...? Oh, what an\nidiot!",
