index,limit,speaker,original,translation
0,23,0,"��������Let's go, guys.",
1,5,0,Yeah!,
2,10,0,All right!,
3,13,0,"Wait, Taichi!",
4,19,0,"What is it, Hikari?",
5,65,0,I want to make a grave for\nPiccolomon before we leave the\nforest.,
6,68,0,I wasn't in the position to make a\nproper one for him at the time...,
7,15,0,You're right...,
8,10,0,I'll help!,
9,8,0,"Me, too!",
10,8,0,"Me, too!",
11,44,0,All right! Let's all get a bunch\nof flowers!,
12,15,0,"Can we, Taichi?",
13,10,0,Of course!,
14,7,0,Thanks.,
15,65,0,"All right. Sora, you go with\nKoushirou. Hikari will come with\nme.",
16,28,0,"Got it. Let's go, Koushirou.",
17,4,0,Yes!,
18,9,0,Let's go!,
19,5,0,Yeah!,
20,14,0,"Hey, Taichi...",
21,5,0,What?,
22,36,0,What kind of Digimon was\nPiccolomon?,
23,59,0,"Well... when he first met us, he\ngot angry all of a sudden.",
24,77,0,"When I couldn't get Agumon to\nevolve, he got me to take back\nwhat I'd lost...",
25,42,0,"Huh, so he was like a teacher to\nyou guys?",
26,30,0,"Yeah, he was looking after us.",
27,18,0,Obtained a flower!,
28,18,0,Obtained a flower!,
29,18,0,"Just one left, pi!",
30,18,0,Obtained a flower!,
31,41,0,"All right, let's meet up with the\nothers.",
32,44,0,Koushirou! Sora! You look like\nyou're ready.,
33,10,0,So do you!,
34,34,0,"We found food, so we brought some.",
35,60,0,There wasn't any time for\nPiccolomon to teach me anything...,
36,51,0,"But since I'm with Taichi, I'll\nhave to do my best!",
37,19,0,Food! Fooooooooood!,
38,9,0,That's...,
39,15,0,...Digitamamon!,
40,19,0,Food! Fooooooooood!,
41,25,0,He's succumbed to hunger!,
42,24,0,Tailmon! Give me a hand!,
43,20,0,Yeah! Now calm down!,
44,28,0,Looks like he's calmed down.,
45,25,0,I kinda feel bad for him.,
46,7,0,...You!,
47,75,0,Remember us? You're the one who\ngave us all that trouble at the\nrestaurant!,
48,27,0,Aren't you hungry? Now eat!,
49,16,0,...Is this okay?,
50,53,0,It's fine. I'm sure that's what\nPiccolomon would say.,
51,5,0,Yeah!,
52,29,0,"Did they get Piccolomon, too?",
53,29,0,"Yeah, he took a hit for us...",
54,42,0,Are you guys gonna fight the Dark\nMasters?,
55,51,0,Wouldn't it be in your best\ninterests to forget it?,
56,51,0,A lot of Digimon have sacrificed\nthemselves for us.,
57,57,0,We're fighting so that their\nsacrifices won't be in vain.,
58,5,0,Yeah!,
59,15,0,What they said!,
60,32,0,And I'm going to protect Hikari.,
61,43,0,"Well, I'm not gonna need this.\nGimme a sec.",
62,20,0,"Thanks, Digitamamon!",
63,32,0,"I can't help you, but good luck.",
64,5,0,Okay!,
65,45,0,"If we lost, Piccolomon would get\nmad at us...",
66,42,0,What kind of flowers would be\nappropriate?,
67,29,0,It's the thought that counts.,
68,36,0,Why don't you look it up on the web?,
69,52,0,I'm sure Piccolomon would be happy\nno matter what...,
70,13,0,You're right.,
71,5,0,Yeah!,
72,40,0,"I can't use the Internet here,\nthough...",
73,12,0,"Oh, right...",
74,64,0,"I'm sorry you had to get caught up\nin all this fighting, Hikari.",
75,35,0,"I don't think of it as ""caught up"".",
76,36,0,"If Taichi'll fight, then I will too.",
77,32,0,I came here because I wanted to.,
78,24,0,"So don't be sorry, Sora.",
79,9,0,Hikari...,
80,22,0,So I won't run away...,
81,27,0,"I'm really sorry, Hikari...",
82,7,0,Sora...,
83,43,0,It's surprisingly hard to gather\nflowers...,
84,22,0,"You can do it, Taichi!",
85,47,0,That reminds me of something\nPiccolomon said...,
86,33,0,"""You lack exertion and guts, pi!""",
87,12,0,What's that?,
88,26,0,"You can do it, Taichi, pi!",
89,37,0,It was like Piccolomon's\ncatchphrase.,
90,31,0,But it doesn't really suit you.,
91,7,0,Really?,
92,7,0,Really?,
93,15,0,Don't copy him!,
94,7,0,Heehee!,
95,17,0,"...Ah, I'm sorry.",
96,62,0,I remember when Yamato and I went\nto go look for our Crests...,
97,49,0,"Oh yeah, that was the same day we\nmet Piccolomon.",
98,73,0,Yes... I think Piccolomon's death\nmust have been a great shock to\nYamato.,
99,65,0,"It's not a good idea to be\ncontinually reflecting on this,\nbut...",
100,71,0,"Hikari, it's okay to say you're in\npain if you really do feel that\nway.",
