index,limit,speaker,original,translation
0,77,0,��������I wonder how long it's been since\nwe got here. I really don't\nknow...,
1,24,0,"But now, I'm starving...",
2,56,0,But there's something weird about\nthe flow of time here.,
3,34,0,But where does this place even go?,
4,64,0,"The next time I see that black\nshadow, I'm beatin' it to a pulp!",
5,52,0,"If you're gonna be like that, let\nus fight with you!",
6,37,0,I don't wanna fight with weak\npeople!,
7,35,0,I don't know what to say to\nthat...,
8,20,0,Hey! You over there!,
9,20,0,Aaah! Another human?,
10,64,0,"Hey, Boss! Look at him! He looks\njust like me, from head to toe!",
11,20,0,Huh? Another Agumon?,
12,58,0,"Whaddya think you're doin',\nthrowin' a fake Agumon at us?!",
13,63,0,Could it be... they're the true\nidentity of that black shadow?!,
14,47,0,...And now they're saying all this\nweird stuff.,
15,97,0,"Hah! Nice job making it to me! If \nyou're a man, come fight me fair \nand square, with your fists!",
16,30,0,"Let's have at it, fake Agumon!",
17,11,0,Aaaaaaaagh!,
18,14,0,Wait! Hold it!,
19,36,0,Don't interrupt a fight between\nmen!,
20,68,0,"Why are *we* suddenly the bad\nguys? We're trapped in here, you\nknow!",
21,59,0,Can't you see? We were trapped in\nhere by the black shadow!,
22,12,0,"Hey, Boss...",
23,56,0,"W-Well, we were trapped here by\nthe black shadow, but...",
24,11,0,So were we!,
25,38,0,"Well, looks like we've made a\nmistake.",
26,8,0,Sorry...,
27,45,0,"So there are humans who like\nfighting, too...",
28,30,0,Ahahah! How disgraceful of me!,
29,39,0,"I'm Taichi Yagami, and this is\nHackmon!",
30,58,0,"I'm Masaru Daimon, the number one\nstreet fighter in Japan!",
31,38,0,"A street fighter? Taichi, what's\nthat?",
32,71,0,"Uh... Someone who dedicates\nhimself to fighting day and night,\nI guess?",
33,76,0,So someone who's enthusiastic\nabout training! I'm Hackmon! Nice\nto meet you!,
34,6,0,I'm...,
35,39,0,"...Agumon, of course! Nice to meet\nyou!",
36,92,0,"We've spent too much time here.\nWe're looking for the enemy, so\nlet's talk on our way there.",
37,58,0,"Yeah, my fists are itching for\nsomething to punch, anyway!",
38,15,0,"Let's go, Boss!",
39,10,0,"Hey, wait!",
40,59,0,Looks like they're having a lot of\nfun with their training!,
41,7,0,Yeah...,
42,49,0,"Hey, Boss! I got a whiff of the\nenemy over there!",
43,35,0,"All right, wait for me! I'm\ncoming!",
44,12,0,"H-Hey, wait!",
45,21,0,"What's wrong, Taichi?",
46,51,0,"You can't just charge in like\nthat, it's dangerous!",
47,61,0,"Yeah, but if I'm not goin' in with\na BANG, it ain't my style.",
48,24,0,"Aw... He got away, Boss.",
49,17,0,What!? Aaaargh...,
50,18,0,That's not good...,
51,46,0,"Hey, why are you always calling\nMasaru ""Boss""?",
52,35,0,That's 'cause Agumon's my\nfollower!,
53,9,0,Follower?,
54,54,0,"When I first met Boss, we\ncommunicated with our fists!",
55,58,0,You *fought* with your Digimon\nduring your first meeting?!,
56,44,0,"Yeah, yeah! Agumon throws a real\ngood punch!",
57,39,0,Boss's punch can make you go all\ndizzy!,
58,7,0,Hahaha!,
59,7,0,Hahaha!,
60,35,0,Those two are... quite\nsomething...,
61,42,0,Now *that's* a fake if I've ever\nseen one!,
62,21,0,"Yeah, let's go, Boss!",
63,29,0,"You can do it, guys! Get him!",
64,27,0,"We're going in too, Agumon!",
65,5,0,Yeah!,
66,69,0,"How's that? Didja see what I can\ndo? You're not bad yourself,\nTaichi!",
67,24,0,Thanks! Great job there.,
68,28,0,"Well, now we can keep going!",
69,22,0,"What's wrong, Hackmon?",
70,24,0,Someone's watching us...,
71,11,0,From where?,
72,14,0,"Hey, that's...",
73,45,0,The true form of the guy who\nbrought us here!,
74,47,0,He looks real intimidating\njust standing there!,
75,35,0,Is that an Ultimate-level Digimon?!,
76,28,0,"...There you are, Gankuumon!",
77,11,0,Gankuumon?!,
78,11,0,Aaaaaaargh!,
79,17,0,"Stop it, Hackmon!",
80,28,0,...You're too inexperienced!,
81,13,0,Aaaaaaaaaagh!,
82,8,0,Hackmon!,
83,23,0,"Are you okay, Hackmon?!",
84,29,0,I can... still... take him...,
85,29,0,Look what you did to Hackmon!,
86,29,0,I can't forgive you for that!,
87,17,0,Your job is done.,
88,6,0,What?!,
89,24,0,What'd you bring us for?,
90,59,0,"I have no intention of explaining,\nfor we have little time.",
91,5,0,Wait!,
92,12,0,He's gone...,
93,31,0,"Hey, Hackmon! Keep it together!",
94,15,0,How's he doing?,
95,58,0,"He got hit real hard and he can't\ntalk, but he'll be okay!",
96,14,0,That's good...,
97,57,0,"Hey, Hackmon, why'd you try to\nfight him all by yourself?",
98,39,0,"You said his name was Gankuumon,\nright?",
99,28,0,"How do you know him, anyway?",
100,43,0,"Well, we'll figure it out once he\nrecovers.",
101,37,0,"Anyway, this guy's got a lot of\nguts.",
102,58,0,Yeah! It takes a lot to try and\nfight someone that strong.,
103,42,0,"I'm leaving Hackmon in your hands,\nTaichi.",
104,32,0,So then what are *you* gonna do?,
105,97,0,I'm chasin' after Gankuumon! I\ncan't rest until I've gotten to\nhim and taken him out in one shot!,
106,15,0,"Me too, me too!",
107,13,0,Really now...,
108,66,0,"Well, we're not gonna turn back\njust because that guy wants us to.",
109,17,0,"Let's go, Taichi!",
110,38,0,"Well, I guess we're parting ways\nhere.",
111,66,0,Listen up! The fight's not over\nuntil you say you've lost! Got it?,
112,23,0,Yeah! We won't give up!,
113,22,0,【Area 1】,
114,22,0,【Area 2】,
115,22,0,【Area 3】,
