index,limit,speaker,original,translation
0,62,0,"��������I have to go! I've gotta do this,\nfor everyone's sake!",
1,28,0,Uh-huh. Trying to look cool?,
2,12,0,Who's there?,
3,49,0,So you wanna go up that mountain\nall by yourself?,
4,30,0,Gomamon! Don't try to stop me!,
5,5,255,Okay.,
6,46,255,And don't follow me! I'm doing\nthis on my own!,
7,59,255,"Well, I've got some of business of\nmy own on that mountain.",
8,14,255,Suit yourself!,
9,95,255,"Seriously, Jou, be honest. You'd \nbe completely lost trying to go up\nthere alone, wouldn't you?",
10,16,255,Don't be stupid!,
11,26,255,Jou! That's the wrong way!,
12,27,255,I-I was about to turn back!,
13,38,255,"Anyway, this is a really big\nmountain.",
14,18,255,Giving up already?,
15,11,255,Not at all!,
16,79,255,Let's take a break for bit! We've\nprobably got at least half the\nmountain left.,
17,31,255,"You're not doing half bad, Jou!",
18,17,255,"You too, Gomamon!",
19,13,255,What's that?!,
20,15,255,An earthquake?!,
21,18,255,Those black gears!,
22,90,255,Why are they coming out of there?\nLet's go check it out! Maybe we'll\nfigure something out!,
23,5,255,Okay!,
24,84,255,I'm sure there was something weird\ngoing on around here. Let's look a\nlittle closer!,
25,32,255,Wait! What's that? That sound...,
26,53,255,It's Unimon! He's a really wise\nand peaceful Digimon!,
27,91,255,We should hide! You haven't\nexactly been giving us reliable \ninformation on Digimon so far.,
28,16,255,"Maybe so, but...",
29,49,255,He's drinking water! So that's\nwhat he was doing.,
30,49,255,I told you it'd be fine! Let's get\na closer look!,
31,12,255,This is bad!,
32,25,255,His eyes are going crazy.,
33,46,255,Mmm! I slept well! I wonder if\nJou's up yet...,
34,52,255,"""I'll be back soon. Stay here and\nwait for me. Jou.""",
35,85,255,"He didn't go to Infinity Mountain\nby himself, did he?! This is bad!\nEveryone, get up!",
36,36,255,Jou went to Infinity Mountain\nalone?,
37,45,255,That's what it looks like. What\nshould we do?,
38,56,255,"Okay, there's only one thing to\ndo! I'm going after him!",
39,17,255,I'll go with you!,
40,99,255,"Yamato, you should stay here and\nprotect the others! We can't risk \nendangering everyone right now.",
41,30,255,Taichi...!\nGot it. Be careful!,
42,64,255,"Okay, let's go! We'll catch up\nwith him if we ride on Birdramon!",
43,70,255,"So reckless, going up there\nwithout us. We're coming to save\nyou, Jou!",
44,52,255,"Yamato, you should stay here and\nprotect the others.",
45,19,255,Got it. Be careful!,
46,64,255,"Okay, let's go! We'll catch up\nwith him if we ride on Birdramon!",
47,92,255,Jou went up Infinity Mountain by\nhimself. It's dangerous! We can't\nleave him alone up there!,
48,17,255,I'll go with you!,
49,56,255,"No, Taichi, you should stay here\nand protect the others!",
50,19,255,Got it! Be careful!,
51,38,255,"All right, take care of everyone\nelse!",
52,64,255,"Okay, let's go! We'll catch up\nwith him if we ride on Birdramon!",
53,34,255,We're trapped! There's no way out!,
54,15,255,At this rate...,
55,4,255,Jou!,
56,22,255,Are you two all right?,
57,69,255,You came to save us! Now\nthere's nothing left for us\nto be afraid of!,
58,4,255,Jou!,
59,22,255,Are you two all right?,
60,69,255,You came to save us! Now\nthere's nothing left for us\nto be afraid of!,
61,69,255,You came to save us! Now\nthere's nothing left for us\nto be afraid of!,
62,69,255,You came to save us! Now\nthere's nothing left for us\nto be afraid of!,
63,10,255,Whoaaaaaa!,
64,10,255,Whoaaaaaa!,
65,10,255,Whoaaaaaa!,
66,10,0,Whoaaaaaa!,
67,5,0,Guys!,
68,48,255,That black gear is what's making\nUnimon rampage!,
69,65,0,"The black gear...If I get rid of\nit, I might be able to stop him!",
70,9,0,Everyone!,
71,48,255,That black gear is what's making\nUnimon rampage!,
72,65,255,"The black gear...If I get rid of\nit, I might be able to stop him!",
73,14,255,Now! Waaaaaah!,
74,19,255,Brrrrrngh! Hyiiiii!,
75,4,255,Jou!,
76,10,255,Uwaaaaaah!,
77,9,255,Joooooou!,
78,19,255,Brrrrrngh! Hyiiiii!,
79,4,255,Jou!,
80,10,255,Uwaaaaaah!,
81,9,255,Joooooou!,
82,18,255,"Are you okay, Jou?",
83,75,255,"You saved me, Ikkakumon! But\nUnimon's faster than I thought, so\nbe careful!",
84,39,255,Okay! Hold on tight and leave it\nto me!,
85,32,255,We did it! We did it! We did it!,
86,13,255,"Not bad, Jou!",
87,45,255,"Jou's courage made Gomamon evolve,\ndidn't it?",
88,28,255,"Well, I wouldn't say that...",
89,83,255,"Nah! It wasn't because of Jou's\ncourage, it was because of my hard\nwork!...I think.",
90,33,255,"Thank you, Gomamon! You saved us!",
91,16,255,Huh?! I don't...,
92,22,255,Gomamon's embarrassed!,
93,53,255,"Okay, everyone, let's go! We're\nheading for the peak!",
94,32,255,We did it! We did it! We did it!,
95,13,255,"Not bad, Jou!",
96,45,255,"Jou's courage made Gomamon evolve,\ndidn't it?",
97,28,255,"Well, I wouldn't say that...",
98,83,255,"Nah! It wasn't because of Jou's\ncourage, it was because of my hard\nwork!...I think.",
99,33,255,"Thank you, Gomamon! You saved us!",
100,16,255,Huh?! I don't...,
101,22,255,Gomamon's embarrassed!,
102,53,255,"Okay, everyone, let's go! We're\nheading for the peak!",
103,22,255,"What's wrong, Gomamon?",
104,19,255,Something's coming!,
105,13,255,What's that?!,
106,16,255,The black gears!,
107,27,255,Jou! Unimon isn't that way!,
108,68,255,"I-I know!\nIt's not like I'm scared of\nUnimon, or anything like that!",
109,19,255,Brrrrrngh! Hyiiiii!,
