index,limit,speaker,original,translation
0,54,0,Why'd you do that? You used up all\nof our subway fare!,
1,56,0,"We couldn't help it, we really\nwanted some hamburgers...",
2,41,0,Sorry! We couldn't resist the\ntemptation.,
3,42,0,It's all because we slept past our\nstop...,
4,33,0,Why didn't any of you wake us up?,
5,17,0,"Well, you know...",
6,60,0,You told us not to talk in front\nof the people on the train!,
7,34,0,So what are we supposed to do now?,
8,59,0,Heh heh! Leave it to me! I've\nthought real hard about this!,
9,8,0,Really?!,
10,22,0,Yeah! We'll hitchhike!,
11,13,0,H-hitchhike?!,
12,50,0,"Heeeeey! Someone give us a ride!\nHey, heeeeeeeeey!",
13,13,0,"Hey, heeeeey!",
14,46,0,It'll take Taichi three days to\nget picked up.,
15,25,0,Then why don't *you* try?,
16,9,0,Huh?! Us?,
17,13,0,Yaaaaaaaay...,
18,67,0,"Hahaha! At that rate it'll take\nover a week! No, more like a\nmonth!",
19,26,0,"All right, then, I'll try.",
20,28,0,They left. Why'd you say no?,
21,16,0,"Well, because...",
22,57,0,"It was because of the pretty lady\ndriving the car, right?",
23,40,0,N-no! We wouldn't all fit in that\ncar...,
24,29,0,"Yamato, your face is all red!",
25,8,0,Shut up!,
26,19,0,Mimi and I can try!,
27,10,0,All right!,
28,18,0,Take us to Odaiba!,
29,18,0,Take us to Odaiba!,
30,21,0,It'll work this time.,
31,48,0,Girls really are better at this\nkind of thing...,
32,29,0,"Is that how it works, Taichi?",
33,11,0,"Well, yeah.",
34,11,0,It stopped!,
35,32,0,We did it! Looks like it's okay!,
36,23,0,So that's how it works!,
37,23,0,Whoa! W-wait...He left.,
38,66,0,But he said he'd give us a ride...\nWhy'd he leave all of a sudden?,
39,7,0,Taichi!,
40,33,0,Aaaaaaaaah! It's a squid monster!,
41,15,0,That's Gesomon!,
42,43,0,The driver was trying to get away\nfrom him!,
43,15,0,"Let's go, guys!",
44,31,0,Taichi! Gesomon isn't that way!,
45,39,0,"Sorry, sorry! I'll head over right\nnow!",
46,16,0,GSHAAAAAAAAAAH!!,
47,12,0,He's coming!,
48,40,0,"We somehow managed to defeat him,\nbut...",
49,29,0,...now everyone's in a panic.,
50,55,0,"Can't blame them... well, things\nwill work out somehow!",
51,100,0,The fact Digimon can appear from\neven a river like this means that\nwe must be careful in the future.,
52,79,0,"The river... That's it! If we ride\non Ikkakumon, we can all get back\nto Odaiba!",
53,97,0,"Everyone's making a fuss anyway,\nI guess it doesn't matter if they\nreact to Gesomon or Ikkakumon.",
54,37,0,"All right, let's head back to\nOdaiba!",
