index,limit,speaker,original,translation
0,47,0,��������We made it to Hikarigaoka in one\npiece.,
1,39,0,Good thing the bus dropped us off\nhere.,
2,48,0,"Yamato, Takeru, that was an\namazing performance!",
3,81,0,"""It was the last place we could be\nhappy together before our parents\ndivorced...""",
4,27,0,Even I totally believed it!,
5,63,0,But the camp bus wouldn't drop us\noff here unless we said that.,
6,62,0,The Hikarigaoka apartment complex\nis huge! It's like a castle!,
7,85,0,It's not a castle. All kinds of\ndifferent people live separately\nin those apartments.,
8,10,0,Huuuuuuh?!,
9,26,0,Humans are so interesting!,
10,38,0,"Did you live in Hikarigaoka too,\nSora?",
11,5,0,Yeah.,
12,70,0,"Sora and I were in the same class.\nThird Elementary School, class\n1-2!",
13,28,0,I went to Fourth Elementary.,
14,18,0,I went to Fifth...,
15,32,0,Me too! I was in kindergarten...,
16,49,0,"So was I! It was only for a short\ntime, though...",
17,10,0,Whaaaaaat?,
18,33,0,*All* of us lived in Hikarigaoka?,
19,41,0,I don't think this is just a\ncoincidence.,
20,59,0,"Anyway, back to Vamdemon. He's\nalready made the first move.",
21,12,0,Maybe not...,
22,37,0,"What makes you think that,\nKoushirou?",
23,78,0,The flow of time is different\nbetween the two worlds. If\nVamdemon came here...,
24,71,0,...only a minute or so should have\npassed between his arrival and\nours.,
25,3,0,Oh!,
26,66,0,"So if we hurry, we might beat\nVamdemon's army to the eighth\nchild?",
27,26,0,"Okay, let's look for them!",
28,32,0,"PicoDevimon, Tailmon, take this.",
29,3,0,Ah!,
30,15,0,Go on! Take it!,
31,34,0,Hmph! So patronizing. What's this?,
32,40,0,It's a copy of the eighth child's\nCrest.,
33,24,0,What about the real one?,
34,81,0,It's in my possession. But the\ncopy will still react if the\neighth child is near.,
35,43,0,You must find the eighth child at\nany cost.,
36,9,0,"Yes, sir!",
37,9,0,"Yes, sir!",
38,78,0,"You might not remember it well,\nTakeru, but we used to play a lot\naround here.",
39,36,0,But it still feels pretty\nnostalgic.,
40,38,0,"How long did you live here,\nKoushirou?",
41,32,0,I believe it wasn't even a year.,
42,49,0,Must have been because of that\nterrorist bombing.,
43,8,0,Bombing?,
44,11,0,Terrorists?,
45,87,0,"You guys might not remember this,\nbut there was a terrorist attack\nhere four years ago.",
46,96,0,"They never caught the culprit, so\nmy parents moved away. They\nthought it was too dangerous here.",
47,74,0,"Right, it was the same for my\nfamily. They said something about\na bombing.",
48,74,0,"Come to think of it, I feel like\nsomething similar happened with my\nfolks.",
49,4,0,Huh?,
50,38,0,Ah! Is that one of Vamdemon's\nDigimon?,
51,14,0,That's Mammon!,
52,33,0,This is bad! We have to stop him!,
53,19,0,Ahahaha! We did it!,
54,45,0,People can actually see Vamdemon's\nDigimon...,
55,17,0,Giant monsters...,
56,23,0,"What'd you say, Takeru?",
57,91,0,"I remember! Back when we lived \nhere, Takeru got scolded for \nsaying he saw giant monsters!",
58,23,0,Could that have been...,
59,26,0,...the so-called bombings!,
60,59,0,This is definitely where the\nterrorist bombings took place!,
61,26,0,It felt exactly like this!,
62,56,0,"Yeah. They were fighting, then\nthis and that happened...",
63,47,0,(What I saw that day...wasn't a\ngiant monster.),
64,34,0,"Koromon... Koromon, what happened?",
65,9,0,W-whoa...,
66,32,0,*sob* Koromon... Koromoooooooon!,
67,10,0,Koromon...,
68,27,0,"Hikari, gimme your whistle!",
69,7,0,Taichi?,
70,8,0,Get him!,
71,38,0,"Greymon! That's right, it was\nGreymon!",
72,15,0,You're right...,
73,72,0,"That day, a Koromon came to our\nhome, and that Koromon became an\nAgumon.",
74,62,0,"And then it became a Greymon, and\nfought with another Digimon.",
75,41,0,"After the fight, they both\ndisappeared...",
76,32,0,So it wasn't a terrorist attack!,
77,37,0,"So you met Taichi back then,\nKoromon?",
78,38,0,It must have been a different\nKoromon!,
79,67,0,"But when I first met Taichi, I had\nthis really nostalgic feeling...",
80,78,0,"This is bad! We're gonna get\ncaught, and they're gonna ask a\nlot of questions!",
81,11,0,R-ruuuuuun!,
82,39,0,*pant* *pant* I think we're far\nenough.,
83,5,0,Yeah.,
84,32,0,I always thought it was strange.,
85,75,0,"Out of all the children who went\nto camp, why were we the only ones\nchosen?",
86,47,0,"But today, we've found the key to\nthis mystery.",
87,35,0,The incident from four years\nago...,
88,74,0,Yes. What we have in common is\nthat we all met the Digimon four\nyears ago.,
89,29,0,"So the eighth child did, too?",
90,42,0,I'm sure they must have seen the\nincident.,
91,79,0,"So does that mean Vamdemon's\nalready found them? They're in\nHikarigaoka, right?",
92,51,0,Since Mammon was wandering around\nhere all alone...,
93,75,0,...the others are all prolly\nwand'rin' around lookin' for the\neighth child!,
94,60,0,We'll find them! We'll find the\neighth child before they do!,
95,21,0,But where do we look?,
96,44,0,There's one other thing we have in\ncommon...,
97,32,0,We all moved from Hikarigaoka...,
98,90,0,"Yes. It can't be a coincidence, so\nwe should assume that the eighth \nchild has also moved.",
99,33,0,So the eighth child is in Odaiba?,
100,22,0,I wanna go hooooooome!,
101,51,0,"All right! In that case, let's\nhead back to Odaiba!",
102,40,0,Why is there an elephant in\nHikarigaoka?,
