index,limit,speaker,original,translation
0,79,0,"we are, it's\nstill the middle of summer. It was \nnicer in the Digimon world...",
1,7,0,?? Why?,
2,66,0,You could go to the snowy\nmountains or the sea anytime you\nwanted.,
3,17,0,"Ah, you're right!",
4,45,0,I wonder how Yukidarumon's doing\nright now...,
5,61,0,"Yeah, it'd be nice if he could\ncome to Tokyo and cool us off.",
6,47,0,"All right, Agumon! Let's go cool\nourselves off!",
7,28,0,Cool ourselves off... where?,
8,13,0,Just come on!,
9,26,0,Aaaaaah... it's so nice...,
10,35,0,It really is... it's like\nheaven...,
11,17,0,Ah! Look at this!,
12,32,0,"Whoa, looks like snow's falling!",
13,85,0,That's a souvenir snowglobe. Maybe\nYukidarumon would like it if you\nshowed it to him.,
14,55,0,I wonder if everyone in the\nDigimon world's doing okay?,
15,62,0,That's right! I bet we can send an\nemail to the Digimon world.,
16,53,0,Let's take a picture and send a\nsummer greeting card!,
17,69,0,"I don't really get what a summer\ngreeting card is, but it sounds\nfun!",
18,54,0,Doesn't it? Excuse me! I'd like to\nbuy this snowglobe!,
19,20,0,Aaaah! It's Meramon!,
20,72,0,...He seems different from the\nMeramon we met in the Pyocomon\nvillage...,
21,58,0,"What's going on? It's so chilly,\nI'm frozen to the bone...",
22,51,0,I'm mad... I want to punch someone\nin the vicinity!,
23,28,0,Agumon! We have to stop him!,
24,5,0,Yeah!,
25,68,0,"It was so hot outside, I let the\nheat get to my head... I'm\nsorry...",
26,44,0,"This isn't the Digimon world, so\nbe careful.",
27,11,0,Be careful.,
28,3,0,Ah!,
29,21,0,"What's wrong, Taichi?",
30,25,0,The snowglobe's broken...,
31,49,0,What?! Now we can't send our mail\nto Yukidarumon.,
32,58,0,It's my fault... at least let me\ngive you this in apology.,
33,11,0,"Ah, thanks.",
34,39,0,"The snowglobe's still broken,\nthough...",
