index,limit,speaker,original,translation
0,21,0,? You're spacing\nout.,
1,89,0,It's nothing. I was thinking about\nall the things that happened to us\nsince we came here.,
2,37,0,"Yeah, yeah, a lot of things\nhappened!",
3,47,0,I was just supposed be at camp\nwith everyone...,
4,91,0,"And then we ran into all these\nDigimon, and we're wandering\naround in this strange world...",
5,31,0,"Strange world... how rude, Jou!",
6,88,0,I-I'm sorry! But there's also\nthose black gears that make\npeaceful Digimon go berserk...,
7,34,0,"Yeah, those black gears are scary.",
8,53,0,But we've pulled through with the\npower of evolution!,
9,73,0,I guess all we can do is try to\nfind a way back home as soon as\npossible.,
10,48,0,"You're worrying too much! Jou,\nI'll protect you.",
11,7,0,Okay...,
12,14,0,I-it's cold...,
13,14,0,I'm wilting...,
14,31,0,But the cold's not a bad thing.,
15,6,0,Ehhh?!,
16,69,0,"Because if it snows, we can have a\nsnowball fight and make snow huts!",
17,50,0,I haven't been in a snowball fight\nin a long time!,
18,39,0,"What's that?\nWhat's a ""snowball fight""?",
19,65,0,It's a game where you fight by\nhitting each other with snowballs.,
20,29,0,"Okay, and what are snow huts?",
21,29,0,I bet it's some kind of food!,
22,100,0,"Everyone's taking it easy. But if\nthe temperature drops lower, it'll \nbe even harder to set up camp.",
23,71,0,And it'll be hard to get food. I'm\nthe one who has to protect\neveryone.,
24,25,0,Because I'm the oldest...,
25,21,0,So what do we do now?,
26,78,0,Let's keep going! Nothing's gonna\nhappen if we stay around here\ndoing nothing.,
27,31,0,What? Through these snowfields?,
28,30,0,We can't keep going like this!,
29,98,0,But there's a snowfield in front\nof us and a mountain behind us. So\nwe have to keep going somehow!,
30,46,0,Hold on a second. I smell\nsomething strange...,
31,17,0,...Could it be...,
32,15,0,Ah! Over there!,
33,23,0,There's smoke that way!,
34,32,0,That's the smell of hot springs!,
35,19,0,It... it's boiling!,
36,37,0,So that means we can't take a\nbath...,
37,28,0,But it's nice and warm here!,
38,31,0,At least it's not cold anymore.,
39,82,0,How can you be so calm about this?\nWhat are we going to do about\nfood? Food and...,
40,19,0,"There's food, look!",
41,50,0,Why is there a refrigerator in a\nplace like this?!,
42,20,0,Ahhh! We're in luck!,
43,34,0,This is ridiculous! It's absurd...,
44,26,0,Wanna go play in the snow?,
45,59,0,Wait! I can't leave until I find\nout what's in that fridge!,
46,25,0,I wonder what's in there?,
47,25,0,All right! Let's open it!,
48,5,0,Eggs!,
49,37,0,Looks like this'll be today's\ndinner!,
50,61,0,Wait a minute! We can't go around\neating other people's food.,
51,36,0,Wouldn't that just make us\nburglars?,
52,50,0,But we don't have much choice.\nWe're all starving.,
53,61,0,"If we told the owners about the\nsituation, they'd understand.",
54,31,0,"At any rate, it's an emergency.",
55,13,0,Let's eaaaat!,
56,12,0,Let's eat...,
57,43,0,"What's wrong, Jou? Aren't you\ngoing to eat?",
58,81,0,I was thinking about how we\nwouldn't have to go through all\nthis if we were home.,
59,54,0,"Hey, everyone! How do you like to\neat your fried eggs?",
60,71,0,I eat my eggs with salt and\npepper! Is there any other way to\neat them?,
61,24,0,I put soy sauce on mine!,
62,11,0,Mayonnaise.,
63,28,0,Worcestershire sauce for me!,
64,37,0,I like it with a little citrus\nsauce.,
65,95,0,"You're all weird! I eat my fried\neggs with sugar! I love putting\nfermented soybeans on it, too!",
66,23,0,Fermented soybeans?!...,
67,49,0,You all put those strange things\non your eggs...?,
68,86,0,You should put salt and pepper on \nyour eggs! Not Worcestershire \nsauce or mayonnaise!,
69,63,0,"Jou, you're so stubborn. Always\nworrying about little things...",
70,32,0,"What do you mean, I'm stubborn?!",
71,36,0,"See, look! You get angry so\nquickly!",
72,20,0,"Hey, Jou! Calm down!",
73,40,0,Be quiet! I am being calm! I'm\nalways...,
74,46,0,You're not acting normal today.\nAre you tired?,
75,62,0,I'm not tired! All of you are the\nones who aren't normal here!,
76,56,0,I've got myself together. I...\nI've got myself together!,
77,66,0,"Honestly, I wish Jou would ease up\na bit. He's always like this...",
78,30,0,We've got no choice but to go!,
79,34,0,"No, there's got to be a safer way!",
80,46,0,What's going on? What are they\nfighting about?,
81,98,0,"They're fighting over whether or\nnot we should go up that mountain \nover there, Infinity Mountain.",
82,95,0,"If we climb it, we'll get a good\nview of the area! If we chicken\nout, we'll just be stuck here!",
83,72,0,You're just charging in blindly.\nYou're going to put everyone in\ndanger!,
84,54,0,There are a lot of ferocious\nDigimon on that mountain.,
85,15,0,Jou! Stop them!,
86,52,0,Both of you! We should calm down\nand talk this over!,
87,28,0,"Then what do you think, Jou?",
88,22,0,Who do you agree with?,
89,100,0,"(We'll get a good view of the area\nif we go up that mountain, but\nthere are also ferocious Digimon.)",
90,21,0,Both of you are right,
91,15,0,Taichi is right,
92,15,0,Yamato is right,
93,63,0,"Geez, you're unreliable! Anyway,\nwe should go as far as we can!",
94,16,0,No we shouldn't!,
95,26,0,"Both of you, listen to me!",
96,10,0,"See, look!",
97,49,0,I'm just trying to think about\neveryone's safety!,
98,19,0,"Give it up, Taichi.",
99,32,0,So what are we going to do now?!,
100,38,0,"Stop! That's enough, the three of\nyou!",
101,53,0,"It's getting late, so we'll figure\nthis out tomorrow!",
102,27,0,"All right, let's go to bed!",
103,23,0,Okay. Nobody's awake...,
104,65,0,"If I climb Infinity Mountain, I\ncan figure out what we should do.",
105,36,0,I... I have to keep myself\ntogether!,
106,63,0,"You can do anything as long as you\nhave fighting spirit, right?",
107,63,0,"Taichi, we're going to end up like\nboiled octopus at this rate!",
108,39,0,It really is boiling. I'm\ndisappointed.,
109,59,0,But we shouldn't be wasting time\nin hot springs now anyway.,
110,41,0,"You're right, but I'm still\ndisappointed.",
111,22,0,Let's talk about camp.,
112,22,0,Let's talk about camp.,
113,22,0,Let's talk about camp.,
114,22,0,Let's talk about camp.,
115,47,0,"Jou, what would you associate with\nhot springs?",
116,31,0,I'd say hot spring boiled eggs!,
117,32,0,I'd say hot spring steamed buns!,
118,48,0,Really...? I don't really like\nsoft-boiled eggs.,
119,11,0,Ah. Really?,
120,77,0,I would as well!\nI would definitely say the hot\nspring souvenir steamed buns.,
121,48,0,I wonder if Digimon also bathe in\nhot springs...,
122,47,0,"These really are what you'd call\n""hot springs"".",
123,32,0,I bet we could make boiled eggs!,
124,34,0,Maybe a monkey will come to bathe!,
125,83,0,"Yeah, yeah! I love eating hot\nspring boiled eggs with sugar and\nfermented soybeans!",
126,27,0,"Ehh? That, uh, sounds good.",
127,66,0,"Eh? I'm kind of scared of monkeys,\nI wouldn't want that to happen.",
128,30,0,Really? But they're so cute...,
129,26,0,I wonder why it's boiling?,
130,54,0,"Jou, what do you think of when you\nhear ""hot springs""?",
131,25,0,I'd say the bath clothes!,
132,33,0,I'd say the Japanese-style rooms!,
133,91,0,I'm bad at wearing bath clothes.\nThe sash always comes off before I\nwake up in the morning.,
134,62,0,"That's because of your sleeping\nposture, not the bath clothes.",
135,97,0,Yeah! The rooms with floor mats\nare so nice! It really makes it\nfeel like you're at a hot spring!,
136,40,0,"I want to be in one of those now,\ntoo...",
137,56,0,I wonder what's going on at the\nbottom of those springs?,
138,58,0,"Speaking of hot springs, I wonder\nif there's table tennis?",
139,31,0,I've never played table tennis.,
140,22,0,I played arcade games.,
141,26,0,Really? It's a lot of fun.,
142,85,0,"Is that so? Then next time we go\nto a hot spring, I'll challenge\nyou to table tennis!",
143,46,0,"Sure, Any kind of challenge, I'll\ntake you on!",
144,67,0,I don't really play arcade games\nwhether or not I'm at hot springs.,
145,46,0,"Hot spring arcade games are\ndifferent, though.",
146,19,0,"Hm, I don't know...",
147,71,0,"I want to play with you guys\nsometime. With the Digimon too,\nof course!",
