index,limit,speaker,original,translation
0,43,0,��������I've always worried about\nTakeru...,
1,56,0,"I thought, ""If I'm not there,\nTakeru can't do anything.""",
2,76,0,"But before I'd realized it, Takeru\nhad grown up. He doesn't need me\nanymore.",
3,9,0,Yamato...,
4,66,0,Not just Takeru. Taichi and Sora\nand Mimi and Jou and Koushirou...,
5,47,0,Everyone's changed... but I'm the\nsame as ever!,
6,34,0,"That's not true, Yamato. You've...",
7,66,0,So what am I supposed to be? Am I\nsupposed to just stay like this?,
8,9,0,Yamato...,
9,49,0,I can't stay like this... I have\nto get stronger!,
10,9,0,Oh ho ho.,
11,13,0,Who's there?!,
12,14,0,I am Jureimon.,
13,10,0,Jureimon?!,
14,36,0,"You're with Pinocchimon, aren't\nyou?",
15,21,0,"Oh, wait right there.",
16,8,0,Shut up!,
17,53,0,Hold on. I'm not exactly here to\nfight you. Oh ho ho.,
18,40,0,Then I don't have any business\nwith you!,
19,60,0,That's not how you should be\ntreating your elders! Oh ho ho.,
20,65,0,"""What am I supposed to be? Am I\nsupposed to just stay like this?""",
21,62,0,It's important to sit down and\ntake a long look into yourself.,
22,27,0,Were you listening to that?,
23,74,0,It doesn't matter whether or not I\nwas. There's nothing that I don't\nknow.,
24,39,0,Then tell me! What am I supposed\nto do?,
25,89,0,"Are you sure you want to know? If\nyou want to become stronger, you\nmust improve yourself.",
26,18,0,Improve myself...?,
27,36,0,Yes... but you have to have\nresolve.,
28,50,0,I... I have resolve. So tell me!\nWhat should I do?,
29,17,0,What should I do?,
30,27,0,You must defeat your rival.,
31,9,0,My rival?,
32,80,0,"Taichi's my rival...? Hahaha! I've\nnever thought of him that way, not\neven once!",
33,50,0,But I know. Everything that Taichi\nsays or does...,
34,75,0,You always let it bother you...\nThat's how much of an impact he\nhas on you.,
35,89,0,"As long as you can't overcome\nthose thoughts, you can't become \ngreater than you are now.",
36,59,0,Fight Taichi. Shake off your\nuncertain heart and be reborn!,
37,87,0,"Lies! Don't believe any of that\ntrash! Taichi's your friend, isn't\nhe? Don't be fooled!",
38,75,0,Y-Yeah... we're friends! You\nseriously think I'm gonna fight my\nown friend?,
39,90,0,"Oh, he's your friend? You don't\nseem to truly believe that. You\nshouldn't lie to yourself.",
40,9,0,No way...,
41,82,0,"Camraderie, friends, friendship...\nall of those are fantasies. Am I\nwrong, Yamato?",
42,18,0,I... I don't know!,
43,56,0,Get it? Go fight Taichi if you\nwant to improve yourself.,
44,55,0,"If you don't have resolve, you\nwon't be able to change!",
45,33,0,I don't know! What should I do...,
