index,limit,speaker,original,translation
0,79,0,ill finish my barrier of \nfog. I shall turn this world into \nHell. Mwahahaha...,
1,9,0,Hahaha...,
2,36,0,"Ugh, Tokyo's soil tastes\ndisgusting.",
3,64,0,"You get your nutrients from the\nsoil, so is it like your dinner?",
4,53,0,Something like that. I wonder why\nit tastes so bad...,
5,55,0,"You know, until recently this area\nwas part of the sea.",
6,7,0,Heehee.,
7,42,0,"Huh? Over there...Mimi! Mimi, is\nthat you?",
8,42,0,"Huh? Over there...Mimi! Mimi, is\nthat you?",
9,13,0,"Palmon, hide!",
10,96,0,"You could pretend to be a stuffed\nanimal, but I don't want my\nparents to think I have bad taste.",
11,42,0,So you're saying that I'm... in\nbad taste?,
12,42,0,Ah! Don't think too much about it.\nHeehee.,
13,5,0,Papa!,
14,32,0,What are you up to at this hour?,
15,65,0,"Oh, no real reason... oh, to pick\nyou up! You're back late today.",
16,58,0,"The train was delayed by all the\nfog. Okay, let's go home.",
17,13,0,Welcome home!,
18,41,0,Mama! Did you come to pick me up\nas well?,
19,64,0,"Yeah! I finished making dinner, so\nI came right away to get you!",
20,38,0,"So what's on the menu for today,\nMama?",
21,62,0,"Kimchi fried rice, topped with\nstrawberries and whipped cream!",
22,24,0,Great! Sounds delicious!,
23,35,0,Be sure to eat 'til you're\nstuffed!,
24,5,0,Okay!,
25,39,0,"Ugh, how long do I have to keep\nhiding?",
26,79,0,54 percent. It's the lowest score\nI've gotten in all eleven years of\nmy life...,
27,39,0,Cheer up! Life's got its ups and\ndowns.,
28,52,0,"I've been stuck here all day, I\nneed to call home...",
29,35,0,That's weird. There's no dial\ntone.,
30,10,0,Tailmon...,
31,64,0,"Wait 'til tomorrow. I'll call the\nothers, and we'll go save her.",
32,79,0,"Hikari, Taichi can't sleep either.\nBe patient for now and try to get\nsome rest.",
33,18,0,"I'm sorry, Taichi.",
34,47,0,"Don't worry, your big bro will\ntake care of it!",
35,21,0,"What's wrong, Chioka?",
36,66,0,"Mr. Ishida, we've got trouble! Our\nsignal isn't reaching anywhere!",
37,6,0,What?!,
38,82,0,The cause is unknown. The only\nthing the broadcasting system's\nshowing is the fog.,
39,67,0,Land lines and cell phone lines\nwon't connect. Where are you\ngoing?,
40,49,0,Isn't it obvious? To investigate!\nThat's our job!,
41,31,0,"Understood. Sakurada, let's go.",
42,7,0,O-Okay.,
43,31,0,Here's the fog's coverage area.,
44,60,0,"It's only covering Odaiba, and\nit's a tight cover at that...",
45,72,0,I think we might want to head back\nto the station sometime around\nnow...,
46,6,0,Quiet.,
47,13,0,M-Monsters...,
48,81,0,Could there be some kind of\nconnection between the fog and the\nmonster incidents?,
49,43,0,"That's weird, nobody's picking up\nat all...",
50,58,0,"Hey, Taichi. Don't you have to\nleave for morning practice?",
51,45,0,I have something else to deal with\nright now!,
52,11,0,"Oh, really?",
53,36,0,See? Your teammates came to get\nyou.,
54,36,0,Coming! Good morning...\nGyaaaaaaaah!,
55,4,0,Mom?,
56,20,0,Taichi! Hikariiiiii!,
57,10,0,Mooooooom!,
58,10,0,Mooooooom!,
59,17,0,Gyaaaaaaaaaaaaah!,
60,7,0,Taichi!,
61,20,0,We have to save Mom!,
62,13,0,What's that?!,
63,57,0,"Per Lord Vamdemon's orders, we're\nbringing all of you in!",
64,15,0,Taichi! Hikari!,
65,15,0,There they are!,
66,4,0,Mom!,
67,15,0,Taichi! Hikari!,
68,61,0,"Resistance is futile! Come, we'll\nbring you to Lord Vamdemon!",
69,96,0,"I'm sorry, Taichi! I promise I'll\nsave your mom when I get the \nchance! But we have to run away!",
70,4,0,Mom!,
71,12,0,Mooooooooom!,
