index,limit,speaker,original,translation
0,27,0,��������What's that sound?!,
1,23,0,It sounded like a gear.,
2,34,0,"It wasn't a flying saucer, was it?",
3,50,0,"Whatever it is, it doesn't give me\na good feeling.",
4,95,0,"Yeah. Well, standing here talking \nabout it won't get us anywhere. \nShould we try following it?",
5,99,0,"Instead of worrying about that, we\nshould look for clues to see if\nthere are any other humans here.",
6,10,0,"Hey, Sora!",
7,20,0,"What is it, Piyomon?",
8,89,0,"I feel better since we're \ntraveling together, Sora! I want\nto learn all I can about you!",
9,49,0,You're just going out and saying\nthat outright...,
10,34,0,Piyomon's a real friendly Digimon.,
11,28,0,"Hey, Sora! Let's hold hands!",
12,56,0,(Can I really get along with a\nclingy Digimon like her?),
13,9,0,The road!,
14,75,0,"Sora! I don't care how much sand\nthere is, I'll follow you wherever\nyou go!",
15,14,0,Wait! Piyomon!,
16,54,0,"We keep walking and walking, but I\ncan't see anything.",
17,96,0,"Considering all the telephone\npoles we're seeing, surely there \nmust be humans around somewhere.",
18,50,0,Wait a second! I'll try using my\npocket telescope.,
19,37,0,Aaaaargh! Where in the world are\nwe?!,
20,34,0,Huh...? Ah? Ah! There's a village!,
21,61,0,"And if there's a village, that\nmeans there have to be humans!",
22,39,0,All right! Let's head for that\nvillage!,
23,5,0,Okay!,
24,33,0,...And it was a Pyocomon village.,
25,34,0,Pyocomon! Pyocomon are my friends!,
26,60,0,Let's ask them if they've seen any\nother humans around here.,
27,29,0,What kind of Digimon are you?,
28,9,0,Huh? Me?!,
29,36,0,"This is a creature called a\n""human"".",
30,25,0,"A ""human""? Not a Digimon?",
31,49,0,Seems like they haven't seen other\nhumans before.,
32,28,0,"How did you evolve, Piyomon?",
33,48,0,"After I met Sora, I was suddenly\nable to evolve.",
34,45,0,So you can only evolve when a\nhuman's around?,
35,42,0,It must be because I want to\nprotect Sora!,
36,73,0,Protect me? But she's so clingy!\nDoes she *really* think she can do\nthat?,
37,63,0,"We'll treat you to a feast later,\nso please look forward to it!",
