index,limit,speaker,original,translation
0,22,0,"He's our lord, ribbit.",
1,92,0,"He's been stuck like this for 300\nyears, ribbit. Ever since he lost\na karaoke match, ribbit.",
2,99,0,"To wake up, he needs to hear a\nsinging voice more beautiful than\nthe one that defeated him, ribbit.",
3,75,0,"I see...Come to think of it, I\nrecently saw a girl who's an\namazing singer.",
4,16,0,"Really, ribbit?!",
5,18,0,"Thank you, ribbit!",
6,24,0,No problem! Heeheehee...,
7,20,0,"Hang in there, Mimi!",
8,73,0,I don't wanna hang in there! I\nwanna drink water and eat and take\na bath!,
9,20,0,Don't be so selfish!,
10,21,0,"There she is, ribbit!",
11,35,0,"Is thish the amazing shinger,\ntama?",
12,17,0,What do you want?,
13,54,0,"Please-ribbit... we want you to\ncure our lord, ribbit!",
14,63,0,"We require a beautiful shinging\nvoice to awaken our lord, tama!",
15,16,0,"So, you need me?",
16,64,0,"Yes, ribbit! We were told that\nyou're an amazing singer, ribbit.",
17,60,0,"We would very much like for you to\ncome to the castle, tama!",
18,15,0,A castle?! Wow!,
19,60,0,"Mimi, it looks like they're in\ntrouble. Should we help them?",
20,38,0,"But like I said, I can't walk\nanymore!",
21,78,0,"That's a shame, ribbit. We were\ngonna offer you our best \nhospitality, ribbit.",
22,39,0,"We even got a fluffy bed ready,\ntama...",
23,45,0,Really?! That does it! I'll go to\nthe castle!,
24,36,0,"You're really self-absorbed,\nMimi...",
25,55,0,Heeheeheehee...now the Crest of\nPurity will never glow.,
26,34,0,"So, we're counting on you, ribbit!",
27,31,0,"We'll be waiting for you, tama!",
28,45,0,"All right, then, let's get psyched\nup and go!",
29,26,0,"Okay, now you're fired up!",
30,16,0,"Welcome, ribbit!",
31,34,0,"You really did come to help, tama!",
32,41,0,"Wow, it was a lot further than I\nthought.",
33,36,0,I definitely wanna rest for a\nbit...,
34,23,0,"Please come in, ribbit!",
35,35,0,"How's the Digivice looking,\nTaichi?",
36,58,0,"No doubt about it, there's someone\nhere! Let's keep going.",
37,13,0,Taichi! Look!,
38,29,0,That's a really fancy castle!,
39,18,0,"H-help us, ribbit!",
40,13,0,"Please, tama!",
41,38,0,A frog and a tadpole? What's going\non?,
42,63,0,"We'll tell you more in the castle,\nribbit. Come inside, ribbit.",
43,83,0,"I see, you're trying to cure your\nlord, but the girl's causing you\ntrouble instead.",
44,69,0,As soon as you hear the princess\nsaying she wants mixed fried\nrice...,
45,64,0,"...the next minute she shays she\nwants a polka-dot dressh, tama.",
46,48,0,"A princess driving her servants\nthis crazy, huh.",
47,34,0,She must be a really selfish girl.,
48,40,0,"The princess has arrived,\nribbit-ribbit!",
49,5,0,Mimi!,
50,5,0,Mimi!,
51,24,0,Guys! It's been a while!,
52,25,0,What are you doing here?!,
53,42,0,What? Can't you see? I'm being a\nprincess!,
54,29,0,"Well, we're glad you're safe.",
55,33,0,"All right, let's hurry up and go!",
56,30,0,Huuuuuuh? Why do I have to go?,
57,18,0,"Why, what's wrong?",
58,14,0,I'm not going!,
59,11,0,Whaaaaaat?!,
60,90,0,"We can't guarantee that we can go\nback to our world, so why should I\nput myself in danger?",
61,12,0,"Hey, Mimi...",
62,53,0,"I've got everything here! A bath,\na fluffy bed, food!",
63,15,0,Guys! You came!,
64,32,0,"Palmon, go and set her straight!",
65,22,0,"Mimi, why are you mad?",
66,17,0,"Be quiet, Palmon!",
67,75,0,"If you don't have any other\nbusiness, leave! Here, escort\nthese people out!",
68,23,0,"Aaaaaaaah! Hey, look...",
69,16,0,Aaaaaaaaaaaaaah!,
70,15,0,That huuuuuurt!,
71,39,0,"Anyway, what on earth happened to\nMimi?",
72,89,0,She's gotten the wrong idea in her\nhead because of how much those\nfrogs are spoiling her!,
73,34,0,"We're sorry about earlier, ribbit.",
74,37,0,"We can't disobey the prinshess,\ntama.",
75,80,0,"I know you've got a major problem,\nbut you can't solve it by just\nplaying along.",
76,32,0,"Ah, well. So, what do we do now?",
77,51,0,Doesn't seem like Mimi plans to\nhelp your lord out.,
78,60,0,It might be easier if we just get\nhim to listen to her song.,
79,22,0,Is that even possible?,
80,71,0,Ah! We'll bug Mimi's room with\nrecording equipment and record her\nsong!,
81,66,0,But how are we going to get into\nMimi's room without her noticing?,
82,85,0,"There's an emergency passage\nunderneath the hallway that leads\ninto her room, ribbit.",
83,8,0,Really?!,
84,46,0,"Then we have to get a recording\ndevice, but...",
85,29,0,"Don't worry about that, tama.",
86,92,0,"Long ago, our lord bought one to\npractice karaoke. It's in the\nunderground shtoreroom, tama.",
87,42,0,"We'll find a way to pull this off,\nTaichi!",
88,62,0,"Yeah! Otamamon, Gekomon, can you\nguide us through the passage?",
89,15,0,"Got it, ribbit!",
90,84,0,"But there are elite troops in the\nunderground passage who adore the\nprinshess, tama.",
91,23,0,"Okay, leave them to us!",
92,28,0,Here's the recording device!,
93,27,0,"All right, we can use this!",
94,21,0,"That's great, Taichi!",
95,31,0,"You! What're you doing, ribbit!",
96,38,0,"Suspicious guys! Come quietly,\nribbit!",
97,21,0,Uh-oh! We got caught!,
98,15,0,Leave it to us!,
99,18,0,"We did it, Agumon!",
100,22,0,"You saved us, Gomamon!",
101,23,0,"Okay, let's hurry back!",
102,37,0,"All right, let's head to Mimi's\nroom!",
103,16,0,Start recording!,
104,19,0,This'll be perfect!,
105,33,0,"Go wait in the next room, ribbit!",
