index,limit,speaker,original,translation
0,71,43,"During the summer of that year,\nstrange events happened all over\nEarth.",
1,101,43,"The rice fields in southeast Asia\ndried up from drought, while heavy\nrains flooded the Middle East...",
2,45,43,And the coldest summer on record\nhit America.,
3,48,43,Little did seven children at\nsummer camp know...,
4,71,43,that this was only the beginning\nof an adventure in an unknown\nworld...,
5,7,7,Taichi!,
6,16,243,"What's up, Sora?",
7,59,7,Now's not the time to be sleeping.\nHelp me pitch this tent.,
8,13,243,Ugh...Fine...,
9,8,7,...Brr!!,
10,10,243,What's up?,
11,52,7,Something's falling from the\nsky... Is that...snow?!,
12,77,243,"Don't be silly! How could it snow\nin the middle of summe--\nWhoa, that's cold!",
13,33,7,"See, I was right! It's snowing...",
14,33,243,You're right...it's snowing hard!,
15,7,17,Taichi!,
16,52,243,Koushirou! Why's it snowing in the\nmiddle of summer?,
17,65,17,It may be another case of the\nabnormal weather we've been\nhaving.,
18,40,7,"We'll have to wait it out...\nOh, I know!",
19,5,243,What?,
20,78,7,I saw a small shrine while we were\non the way here. We can take\nshelter there.,
21,49,243,"Sounds good! Koushirou, let's go\ntell the others.",
22,10,17,All right!,
23,67,243,That was a huge blizzard...\nBut it looks like it's finally\nstopped.,
24,44,47,"Yay! Hey, Yamato, look! It's white\nall over!",
25,72,253,Why's it snowing in summer? Is it\nfrom all that abnormal weather\nlately?,
26,50,37,This is our campsite?! It looks\ntotally different!,
27,45,7,"Mimi! Don't run around, you'll\nslip and fall!",
28,81,27,"Ah...Ah...Achoo! The weather\nforecast didn't say it was going\nto snow, didn't it?",
29,71,17,I would suggest advising everyone\nnot to stray too far from this\nplace.,
30,89,17,"It's not working, I can't get \nonline... I thought I'd connect \nonce the winds stopped...",
31,74,253,"Jeez, Takeru...As soon as I take\nmy eyes off him, he's gone off\nsomewhere.",
32,52,7,"Brrr, it's cold...Hard to believe\nit's still summer!",
33,70,27,Taichi! We should get back to the\nadults. They'll be worried about\nus.,
34,62,37,Wow! It's so pretty! The fresh\nsnow looks like it's sparkling!,
35,32,47,Yay! Snow! There's so much snow!,
36,18,7,What's that? Whoa!,
37,42,37,What a beautiful aurora! It's so\nromantic!,
38,27,243,I've never seen one before!,
39,67,17,But that's strange! It makes no\nsense for an aurora to be in\nJapan!,
40,47,243,It makes no sense for an aurora to\nbe in Japan!,
41,34,63,Taichi! You're up! Thank goodness!,
42,52,243,It talked! It knows my name! What\nthe heck are you?!,
43,47,63,"I'm Koromon! I've been waiting for\nyou, Taichi!",
44,27,243,Koromon...? Waiting for me?,
45,5,63,Yeah!,
46,64,243,What's that supposed to mean? And\nhow do you even know my name?!,
47,7,17,Taichi!,
48,14,243,Oh! Koushirou!,
49,49,17,Thank goodness. I thought I was\nall alone here...,
50,82,243,"So did I! Since you're here in one\npiece, that must mean the others\nare okay, too!",
51,30,107,"But I'm here with you, y'know.",
52,32,243,"Aaaagh! Koushirou, what's that?!",
53,30,107,I'm Mochimon. Nice to meet ya!,
54,86,17,He's been following me around ever\nsince I woke up here. I don't know\nwhat's going on.,
55,21,243,Here?...Where are we?,
56,26,107,We here're on File Island!,
57,15,243,File Island...?,
58,26,63,That's right! File Island!,
59,34,17,"That's what they're saying, but...",
60,44,243,Hmm... Let's take a good look\nat this place.,
61,62,243,"Hey, maybe I'll be able to see\nmore from the top of that tree.",
62,18,63,"Go for it, Taichi!",
63,42,243,Just a bit further...I'm\nalmost...there...,
64,14,243,There...we go!,
65,28,17,"Do you see anything, Taichi?",
66,85,243,"Hmm...Ah, there's an ocean over\nthere! But I don't remember seeing\nthose mountains...",
67,32,63,"Hey, Taichi! Can I climb up too?",
68,25,243,Huh? Uh...W-What's that?!,
69,11,42,Kryaaaahhh!,
70,52,243,Huh? A giant stag beetle?! And\nit's coming this way!,
71,60,243,Oww...It pushed me out of the\ntree! What the heck was that?!,
72,49,107,Oh no! That's Kuwagamon! A real\nterrible Digimon!,
73,29,17,"He's coming this way, Taichi!",
74,25,243,"Hey, what are you doing?!",
75,5,63,Poof!,
76,9,38,Kryaaaah!,
77,11,243,Bubbles...?,
78,27,63,"Taichi! We have to go, now!",
79,27,243,"Got it! Come on, Koushirou!",
80,5,17,Okay!,
81,20,243,"Koushirou, this way!",
82,7,17,O-Okay!,
83,87,243,"No matter what we do, it's gonna\nkeep chasing us! We've gotta find\nsomewhere to hide...",
84,17,107,Here! This-a-way!,
85,32,17,Will he be able to find us here?,
86,19,243,Shh! It'll be fine.,
87,25,42,"It's okay, he's gone now!",
88,3,243,Ah!,
89,16,243,Is anyone there?,
90,18,243,Sora! You're okay!,
91,23,7,That was a close one...,
92,25,243,"Yamato! You're here, too!",
93,34,253,"Taichi! So you guys are here, too.",
94,18,42,Wahhhhhhhh! Guys!!,
95,40,243,Jou!...I have no idea what's going\non...,
96,29,243,But I'm glad everyone's okay!,
97,41,243,Yamato! What's that thing you're\nholding?,
98,13,253,"Oh, this guy?",
99,15,163,I'm Tsunomon...,
100,25,243,Why is your face all red?,
101,27,253,He gets embarrassed easily.,
102,46,243,"So they all have different\npersonalities, huh?",
103,39,27,"Taichi, this weird thing is\nchasing me!",
104,35,51,I'm not a weird thing! I'm\nPukamon!,
105,31,27,Ngaaahhhh! What is this thing?!,
106,37,51,"I'm not a ""thing"", okay? I'm\nPukamon!",
107,68,243,Seems like you two are already\ngetting in some quality bonding\ntime!,
108,59,27,"It's been chasing me this whole\ntime, so I'm all burnt out.",
109,41,243,"Hey, Sora! Your thing looks like a\nplant.",
110,28,7,Haha! She's called Pyocomon.,
111,13,7,I'm Pyocomon!,
112,30,243,"Hey, Sora, is Pyocomon a girl?",
113,44,7,Do they even have gender in the\nfirst place?,
114,33,243,We'll figure it out eventually...,
115,98,17,There are so many species here of\nwhich I've never seen the likes of\nbefore... What is this place?,
116,82,107,"There's a lotta stuff I wanna talk\nto him about, but he's totally\nlost in thought.",
117,60,243,"Once he's lost in something, it's\nhard to get his attention.",
118,97,17,There are so many species here of\nwhich I've never seen the likes of\nbefore...What is this place?,
119,82,107,"There's a lotta stuff I wanna talk\nto him about, but he's totally\nlost in thought.",
120,60,243,"Once he's lost in something, it's\nhard to get his attention.",
121,15,243,"So, who's this?",
122,21,47,"Wait for me, Tokomon!",
123,29,151,"Ahaha! I'm over here, Takeru!",
124,30,243,"So, what exactly are you guys?",
125,30,63,"So, what exactly are you guys?",
126,30,163,"So, what exactly are you guys?",
127,23,173,We're Digital Monsters!,
128,22,243,Digital...Monsters...?,
129,13,63,That's right!,
130,96,243,"Well, I guess we'll introduce\nourselves. I'm Taichi Yagami, a\nfifth grader at Odaiba Elementary.",
131,45,7,"I'm Sora Takenouchi, I'm also\nin fifth grade!",
132,39,253,I'm also a fifth-grader. Yamato\nIshida.,
133,29,27,"Jou Kido, I'm in sixth grade!",
134,41,17,"I'm Koushirou Izumi, I'm in\nfourth grade.",
135,19,243,Uh...And this is...,
136,41,47,I'm Takeru Takaishi! I'm in second\ngrade.,
137,40,243,So your name's Takeru? Nice to\nmeet you.,
138,23,47,Yeah! Nice to meet you!,
139,18,243,Is that all of us?,
140,16,7,Wait a minute...,
141,34,17,Mimi from fourth grade is missing!,
142,12,42,Kyaaaaaahhh!,
