index,limit,speaker,original,translation
0,78,0,"��������That's... whoa, an iceberg!\nWe're gonna crash,\nwe're gonna craaaaaash!",
1,13,0,Whoaaaaaaaaa!,
2,28,0,"Owwww. Agumon, are you okay?",
3,35,0,"Yeah. The snow cushioned me,\nbut...",
4,35,0,I-it's coooold! We're gonna\nfreeze.,
5,49,0,"I've got an idea! Want me to warm\nyou up, Taichi?",
6,56,0,"Oh! You mean with your Baby Flame!\nOkay, but be careful.",
7,19,0,Got it! Baby Flame!,
8,21,0,"Hot, hot! Hoooooooot!",
9,33,0,"Agh, I overdid it! Sorry, Taichi!",
10,74,255,I wonder where we're headed...\nI don't know about anything but\nthe island.,
11,46,255,Devimon said something\nabout beyond the sea...,
12,25,255,Where did everyone go...?,
13,26,255,Yuuuuukidaaaarumoooooooon!,
14,56,255,It's Yukidarumon! He's being\ncontrolled by a black gear!,
15,27,255,Huh... Why was I rampaging?,
16,39,255,We did it! We destroyed the black\ngear!,
17,77,255,"You're not hurt, are you? I saw a\nkid like you and a Gabumon fall\nover there.",
18,26,255,Is Yamato on that island?!,
19,47,255,But how are we gonna get there? I\ncan't swim...,
20,57,255,"Well, as my way of thanking you,\nI'll help you get there!",
21,16,255,Can you do that?,
22,67,255,Yeah. I'll freeze the sea to make\nan ice bridge to the next island.,
23,45,0,"I see! With a bridge, we can just\nwalk there!",
24,17,255,So? Should we go?,
25,49,255,It's not like we have anything\nleft to do here...,
26,31,255,Let's explore a bit more first.,
27,36,255,All right! Let's go look for Yamato!,
28,59,255,"Got it. I'll be waiting here, so\ncall me when you're ready.",
29,20,255,"Thanks, Yukidarumon!",
30,15,255,Okay! Let's go!,
