index,limit,speaker,original,translation
0,51,0,��������We should stop here and take a\nquick break.,
1,5,0,Yeah.,
2,31,0,"Aaaaaah, we walked a lot today!",
3,12,0,"Hey, Yamato!",
4,20,0,"What is it, Gabumon?",
5,58,0,I wanna hear your harmonica again!\nCan you play it for me?,
6,23,0,Can you play it for me?,
7,73,0,"Huh? I'm not that great at it,\nthough... Okay, I'll play. Just\nfor a bit.",
8,36,0,"Huh? Yamato, you play the\nharmonica?",
9,17,0,I wanna hear too!,
10,29,0,"H-Hey, don't pressure me! Ah!",
11,7,0,Aaaaah!,
12,8,0,It fell.,
13,25,0,I dropped my harmonica...,
14,28,0,I'll go and grab it for you!,
15,69,0,"I can't find it... This lake's so\nfull of trash, I can't see a\nthing.",
16,9,0,No way...,
17,9,0,Yamato...,
18,51,0,So *they're* the ones throwing\ntrash into the lake!,
19,34,0,Are they the ones making it dirty?,
20,37,0,Even *I* throw my trash out\nproperly!,
21,20,0,Let's go after them!,
22,21,0,Wait! You over there!,
23,19,0,What's up with you?,
24,12,0,Who are you?,
25,76,0,You two are causing problems by\ndumping all that trash in the\nlake. Stop it!,
26,17,0,Huh? Wanna fight?,
27,16,0,We'll fight you!,
28,25,0,Yamato! Leave this to us!,
29,8,0,We lost!,
30,18,0,Please forgive us!,
31,55,0,Clean up the lake and promise you\nwon't litter anymore!,
32,7,0,O-Okay!,
33,23,0,We'll do it right away!,
34,10,0,Wait here!,
35,27,0,We cleaned it up real good!,
36,59,0,"All right, lemme look for Yamato's\nharmonica one more time!",
37,59,0,"All right, lemme look for Yamato's\nharmonica one more time!",
38,16,0,Hey! Here it is!,
39,34,0,"Ah! My harmonica! Thanks, Gomamon!",
40,25,0,"Isn't that great, Yamato?",
41,37,0,"I found this too, so you can have\nit!",
42,22,0,"Oh! Good job, Gomamon!",
43,35,0,"Play your harmonica for us,\nYamato!",
44,5,0,Ah...,
45,13,0,What's wrong?,
46,64,0,I should wash it before I play. It\nfell into all that garbage...,
47,60,0,"Hey, Yamato. Is your harmonica\nreally that important to you?",
48,13,0,Not really...,
49,7,0,Well...,
50,40,0,It's not exactly an expensive\nharmonica.,
51,53,0,But you're having a really hard\ntime parting with it.,
52,46,0,It's the first thing I ever bought\nfor myself.,
53,74,0,Really?! Then it looks like we'll\nhave to give those two a good\npunishing!,
54,39,0,"Well, we don't have to go *that*\nfar...",
