index,limit,speaker,original,translation
0,29,0,"Not this one, not this one...",
1,16,0,"All right, next!",
2,70,0,"You understand, right? If you lie\nto me, I'll massacre these\nchildren!",
3,12,0,PicoDevimon!,
4,12,0,PicoDevimon!,
5,14,0,Lord Vamdemon!,
6,9,0,What now?,
7,31,0,We have found the eighth child.,
8,6,0,What?!,
9,6,0,What?!,
10,24,0,What?! They found them?!,
11,7,0,Hikari!,
12,91,0,"Did you hear that, Tailmon? Now\nthat we know this, there's no need \nto remain here anymore!",
13,46,0,"Yes, sir! What should we do with\nour captives?",
14,43,0,Put them to sleep. I'll dine on\nthem later.,
15,75,0,"Okay, Taichi. Let's hurry up and\ngo to the International Exhibition\nCenter!",
16,77,0,"Yeah. But Agumon, can you really\ntake all those Digimon in there by\nyourself?",
17,99,0,"Don't worry. If we contact the \nothers, *we'll* be the unbeatable \nones. For now, save your energy.",
18,93,0,Now's not the time to be going\nhome! We have to hurry to the\nInternational Exhibition Center!,
19,101,0,Leave Hikari to Yamato and Sora. I \nhave to get to the International \nExhibition Center right away...,
20,11,0,Vamdemon...,
21,26,0,I wonder where he's going?,
22,45,0,They're trapped in there. Let's go\nfind them!,
23,20,0,Ah! Taichiiiiiiiiii!,
24,32,0,Where are they keeping everyone?,
25,23,0,They were put to sleep!,
26,65,0,"More importantly, Vamdemon said\nthat they found the eighth child!",
27,32,0,What?! Could Hikari have been...,
28,14,0,Huh?! Hikari?!,
29,48,0,I'll fill you in on the details\nlater. Let's go!,
30,7,0,Y-Yeah!,
31,30,0,"Ah, there's Yamato! Sora, too!",
32,30,0,"What, Yamato?! Why's he here?!",
33,12,0,M-Monsters?!,
34,78,0,"They're not monsters, they're\nDigimon. Please don't worry;\nthey're our allies!",
35,10,0,A-Allies?!,
36,13,0,Yamato! Sora!,
37,29,0,Koushirou! So you were here?!,
38,7,0,Yamato!,
39,4,0,Dad!,
40,10,0,Heeeeeeey!,
41,7,0,...Jou?,
42,7,0,Takeru!,
43,9,0,Takeru...,
44,6,0,Daddy!,
45,17,0,Why are you here?,
46,78,0,I was so worried about you and\nYamato. I had to come here and\ncheck up on you.,
47,43,0,"Mommy brought me part of the way\nhere, too.",
48,18,0,That Digimon is...,
49,28,0,What are you planning to do?,
