index,limit,speaker,original,translation
0,30,255,��������I wonder where we are?,
1,57,255,"We're all separated. I bet they're\ndoin' all fine, but...",
2,22,255,They're probably okay.,
3,10,255,Koushirou!,
4,23,255,There are...ruins here?,
5,49,255,I hate this. Where are we? Where\ndid everyone go?,
6,90,255,"I'm sure everyone's looking for\nyou, Mimi. So push through this\nand keep going. I sure am!",
7,6,255,Hello!,
8,6,255,Hello!,
9,25,255,Gyaaaaah! W-what are you?,
10,52,255,They're Scumon and Chuumon.\nThey're always together.,
11,72,255,"Nice to meet you! Or how about we\ngive you a proper greeting, with\npoop?",
12,30,255,Nooooo! W-what are you doing?!,
13,45,255,"If you don't like it, give us all\nyour stuff!",
14,10,255,All of it!,
15,26,255,Are you trying to rob us?!,
16,28,255,Yep! Give us all you've got!,
17,69,255,No way! I'd rather throw all my\nstuff into a pit than give it to\nyou!,
18,36,255,Then how about we cover you in\npoop?,
19,37,255,*You'll* be the ones covered in\npoop!,
20,23,255,"You did it, Palmon! Ah!",
21,39,255,"Aaah, for some reason I feel\nrefreshed.",
22,15,255,Very refreshed!,
23,31,255,"Well, *I* don't feel refreshed!",
24,36,255,I feel like I've become a good\npoop.,
25,25,255,"A good poop, a good poop!",
26,89,255,"Now that that's settled, I have a\nquestion for you. Have you seen\nany humans around here?",
27,7,255,Humans?,
28,24,255,People who look like me!,
29,96,255,Come to think of it... I saw a\nTentomon and a creature like you\ngo into the Ancient Dino Region.,
30,46,255,"If he's with a Tentomon, he must\nbe Koushirou!",
31,62,255,"The Ancient Dino Region's straight\nahead. Well, then, bye-bye!",
32,6,255,Ruins!,
33,37,255,This must be the Ancient Dino\nRegion!,
34,9,255,Ah! Mimi!,
35,9,255,Tentomon!,
36,18,255,You guys are safe!,
37,29,255,Knew we'd join up eventually!,
38,27,255,"So, what's Koushirou doing?",
39,10,255,I dunno...,
40,53,255,"Mimi, why don't you try talking to\nKoushirou for now?",
41,53,255,"Mimi, why don't you try talking to\nKoushirou for now?",
42,10,255,Koushirou!,
43,9,255,"Ah, Mimi!",
44,47,255,I'm so glad you're here! Where's\neveryone else?,
45,37,255,I don't know. But more\nimportantly...,
46,91,255,"If I analyze these characters, I\nmay be able to figure out what's\nhappening to this island.",
47,52,255,"Since I'm busy now, we should\nsearch for them later.",
48,58,255,First time I evolved we found\ncharacters kinda like these.,
49,35,255,So... how long will I have to\nwait?,
50,5,255,Um...,
51,42,255,"If you figure it out, will it get\nus home?",
52,31,255,"Ummmm...oh, there! Here we are!",
53,41,255,"Ughhhhhhhhhhhhhhhh!\nKoushirou, you jerk!!",
54,49,255,"Don't cry, Mimi, or I'm gonna\nstart crying too...",
55,56,255,Y-your crying is only going to\ninconvenience us further.,
56,24,255,"Do something, Koushirou!",
57,24,255,S-something like...what?,
58,62,255,I'm starving! I'm thirsty! I miss\neveryone! I hate being here!,
59,64,255,"If I analyze this data, it'll help\nyou in the end as well, Mimi.",
60,47,255,"I'm not gonna deal with you\nanymore, Koushirou!",
61,14,255,Ah! Mimiiiiii!,
62,11,255,"Wait, Mimi!",
63,16,255,Don't follow me!,
64,14,255,A hole?! Mimi!,
65,15,255,Gyaaaaaaaaaah!!,
66,14,255,Mimi! Hold on!,
67,17,255,Y-you saved me...,
68,38,255,I can't keep this up! Too much\nweight!,
69,19,255,No way! Noooooooo!!,
70,8,255,Owwww...,
71,31,255,Ow ow ow...seems we fell p'far.,
72,42,255,I'm tired of these ruins! I wanna\ngo home!,
73,44,255,Mimiiiiiiii! We gotta get back to\nKoushirou!,
74,66,255,Noooo! I don't want to hear him\nblubbering on and on like he does!,
75,33,255,Don't go runnin' off by yourself!,
76,20,255,What's this pattern?,
77,39,255,Prolly be useful to remember for\nlater.,
78,9,255,Gyaaaaah!,
79,7,255,A hole!,
80,17,255,Ouch ouch ouch...,
81,9,255,You 'kay?,
82,26,255,Try not to fall this time.,
83,22,255,Mimi! Can you hear me?,
84,5,255,Mimi!,
85,10,255,Koushirou?,
86,89,255,"Good, you can hear me! I'll\nnavigate for you, so please walk\nin the direction I indicate.",
87,63,255,"We're saved, Mimi! Koushirou's\ngonna do what he can to help us.",
88,21,255,Palmon...Koushirou...,
89,7,255,M-Mimi!,
90,32,255,Koushirou? Did something happen?,
91,54,255,"Apparently, there's a mysterious\npower in these ruins.",
92,87,255,The characters on the wall follow\nthe same principle as the ones in\nAndromon's factory.,
93,56,255,"Hmph, that's great and all, but\ndoes that mean anything?",
94,10,255,That's it!,
95,60,255,"There's probably a lot of hole\ntraps around you, Mimi, but..",
96,57,255,"...according to the data, there's\na message that reads...",
97,55,255,"""A road with a pattern is good, a\nroad without is bad.""",
98,38,255,Pattern? What's that supposed to\nmean?,
99,53,255,Do you see any patterns out of the\nordinary anywhere?,
100,24,255,"We'll keep tryin', Mimi!",
101,5,255,Ow...,
102,7,255,Mimi...,
103,22,255,Mimi! Can you hear me?,
104,32,255,I don't wanna do this anymore...,
105,47,255,I've found the locations of all\nthe hole traps!,
106,50,255,You can get through if you follow\nmy instructions.,
107,23,255,Really? Thank goodness.,
108,19,255,Yaaaaay! We did it!,
109,20,255,Did you get through?,
110,15,255,Yep! It worked!,
111,19,255,"That's good, but...",
112,5,255,What?,
113,80,255,Studying this place is important.\nYou should proceed after you\nprepare yourself.,
114,77,255,"I mean, that place's atmosphere\nmight have an effect on your\nbehavior, and...",
115,27,255,"Khhhh! Koushirou, you jerk!",
116,7,255,M-Mimi?,
117,32,255,"Koushirou, just don't do that...",
118,19,255,Yaaaaay! We did it!,
119,52,255,"Amazing, Mimi! You did it without\nneeding my advice.",
120,94,255,"The way you said that worries me a\nbit, but whatever! If there's a\nwill, there's always a way!",
121,18,255,Is that how it is?,
122,86,255,"It really was amazing. But the\nability to take action is what's\nmost important, right?",
123,9,255,Eheheh...,
124,43,255,"Ugh, I've had enough of falling\ndown holes!",
125,43,255,Maybe we should be stoppin' here\nfor a bit.,
126,5,255,Uh...,
127,58,255,There's another one of those\nstrange patterns down here...,
128,22,255,Hello?! Koushirooooou!,
129,14,255,No response...,
130,33,255,Mimi! Mimiiiiii! Can you hear me?,
131,23,255,"Here, here! I hear you!",
132,43,255,Mimi! Are you okay?! I'm worried\nabout you!,
133,53,255,"We're pulling through, somehow!\nTentomon's here, too!",
134,30,255,"Aha, you're embarrassing me...",
135,61,255,"We're counting on you, Tentomon!\nAnyway, about these ruins...",
136,60,255,"This room seems to be called the\n""Room of the Sun and Moon"".",
137,14,255,The Sun and...,
