index,limit,speaker,original,translation
0,41,0,��������We're finally at Spiral Mountain.,
1,47,0,"MetalSeadramon, Pinocchimon, and\nMugendramon...",
2,48,1,We wouldn't have been able to\ndefeat them alone.,
3,56,0,That's right. We were helped by so\nmany other Digimon...,
4,6,1,But...,
5,76,0,We won't be able to defeat Piemon\nif we can't all get back together\nagain...,
6,9,1,Taichi...,
7,58,0,"Ah, don't worry about it. Come on,\nlet's hurry to the top!",
8,20,1,Taichi! What's that?,
9,27,1,Remember what Chuumon said?,
10,48,1,The Dark Masters live on top of\nSpiral Mountain.,
11,30,0,So then that thing up there...,
12,30,0,"That's where they live, right?",
13,30,1,"That's where they live, right?",
14,17,0,Someone's coming!,
15,4,1,Huh?,
16,49,0,"Oh hoh hoh! Welcome, my adorable\nlittle children!",
17,33,0,This Digimon gives me the creeps!,
18,37,1,That's one of the Nightmare\nSoldiers.,
19,66,0,"You're tired, aren't you? Then\nI'll let you sleep... for\neternity!",
20,14,1,L-Lord Piemon!,
21,10,1,We did it!,
22,9,0,Hahaha...,
23,9,1,Piemon...,
24,24,1,The final Dark Master...,
25,79,0,"Sora, I need you to do something\nfor me, and you're the only one\nwho can do it.",
26,5,1,Huh?!,
27,41,1,Go find Yamato! And take Takeru\nwith you!,
28,24,1,But Piemon's right here!,
29,71,1,"Piemon's the last Dark Master, and\nhe's probably ridiculously\nstrong...",
30,70,0,There's no way we're going to beat\nhim unless all of us work\ntogether!,
31,15,1,Taichi's right.,
32,9,1,Taichi...,
33,22,0,It's just like soccer.,
34,4,0,Huh?,
35,44,110,"After Yamato and Mimi left us, I\nrealized...",
36,82,101,We can't keep charging in like\nthis. I don't want there to be any\nmore sacrifices.,
37,43,100,Taichi... I'll make sure to tell\nthem that!,
38,16,97,Good! Now hurry!,
39,7,115,Takeru!,
40,15,110,"Let's go, Sora!",
41,9,110,Hahaha...,
42,28,119,"I'm counting on you, Agumon!",
43,13,103,"Okay, Taichi!",
44,28,121,Watch out! He's a tough one!,
45,51,32,We're almost at the top. We'll\ntake our last break.,
46,25,63,Okay! Time to get moving!,
47,5,101,Yeah!,
48,49,105,"We've gone through a lot to get\nhere, haven't we?",
49,7,103,Yeah...,
50,39,108,I'm really glad I'm here with you\nguys.,
51,59,104,"Hey, Taichi, I wonder if we'll\never see the others again...",
52,13,98,I don't know.,
53,18,110,Of course we will!,
54,9,101,Taichi...,
55,83,39,"We'll do everything we can. We'll\nhave to make up for everyone who's\nnot here, too.",
56,21,32,Yeah... you're right.,
57,84,76,"We've been separated multiple\ntimes, and we've always managed to\nget together again.",
58,19,46,"Yeah, you're right.",
59,83,116,"We'll do everything we can. We'll\nhave to make up for everyone who's\nnot here, too.",
60,5,109,Yeah!,
61,38,110,I'll do it! I'll do whatever I can\ndo!,
62,44,102,We won't be able to defeat Piemon\nlike this.,
63,10,104,Koushirou!,
64,90,80,"I think so, too. Unless we get all\nthe Chosen Children back together,\nwe're going to lose.",
65,100,110,So you've realized... the only\nreason we've been able to get this\nfar is because of your strategies.,
66,59,114,"Not really strategy, more like\njust the stuff I think up...",
67,20,110,"I trust you, Taichi.",
68,12,119,Koushirou...,
69,25,97,"I believe in you, Taichi.",
70,31,72,I wonder if Yamato will come...,
71,84,117,"Whenever I was getting all\nself-centered, Yamato acted in \neveryone's best interest.",
72,50,99,"You two were always fighting, even\nfrom the start.",
73,7,97,Yeah...,
74,80,99,So there's no need to worry! He's\nnot the kind of guy who'd abandon\nhis friends!,
75,29,32,That's right! I trust Yamato!,
76,15,33,I trust Yamato!,
77,23,46,"Are you scared, Hikari?",
78,71,0,"No. I was scared when Vamdemon\nwas there, and I couldn't do\nanything...",
79,27,32,"But now, Tailmon's with me.",
80,20,116,I'll protect Hikari!,
81,42,79,I wonder where Yamato and the\nothers went?,
82,15,87,I trust Yamato.,
83,51,104,"If that's what you think, then\nI'll trust him, too!",
84,20,97,"I trust Yamato, too!",
85,18,46,Time to get moving,
86,34,101,Talk with everyone else a bit more,
