index,limit,speaker,original,translation
0,47,0,It seems that there is no end to\nthis darkness.,
1,25,0,Hey! What's up with this?,
2,40,0,"We defeated the Dark Masters, and\nyet...",
3,55,0,But you have yet to defeat the\ntrue source of all evil.,
4,55,0,But you have yet to defeat the\ntrue source of all evil.,
5,17,0,What did you say?,
6,17,0,What did you say?,
7,17,0,What did you say?,
8,45,0,It was inscribed in the Ancient\nDino Ruins...,
9,104,0,"A long, long time ago... something\nappeared behind the ""Wall of Fire""\nthat lies somewhere in this world.",
10,74,0,"Its existence began to distort\nspacetime, bringing a crisis to\nthis world.",
11,19,0,"The ""Wall of Fire""?",
12,59,0,But the power of the Digimon was\nnot enough to defeat it...,
13,69,0,Until some Chosen Children came\nfrom the real world and destroyed\nit.,
14,29,0,"What? But then, that means...",
15,44,0,There were other Chosen Children\nbefore us?!,
16,37,0,The inscriptions also had a\nprophecy.,
17,68,0,"""Soon, a great darkness will arise\nfrom the Wall of Fire once more.""",
18,17,0,A great darkness?,
19,41,0,So this great darkness is our real\nenemy?,
20,53,0,"It seems so... but this darkness\nhas a body, as well.",
21,29,0,"Don't lose heart, children...",
22,29,0,"Don't lose heart, children...",
23,15,0,Hey! He's gone!,
24,75,0,"So this enemy is different from\nall the Digimon we've fought\nbefore, right?",
25,92,0,Does it really matter what it is?\nHe's been defeated by Chosen\nChildren with Digimon before!,
26,52,0,You're right! There's got to be a\nway to defeat him!,
27,23,0,"Okay, then let's go in!",
28,8,0,Ughhhhh!,
29,36,0,That voice gives me a bad\nfeeling...,
30,8,0,Ughhhhh!,
31,22,0,It's saying something!,
32,47,0,Yes... I am the one who lingers\nwith regrets...,
33,8,0,Regrets?,
34,71,0,Is that the Digimon that arose\nfrom the other side of the Wall of\nFire?,
35,19,0,The heck is that...,
36,34,0,Hahaha... Do you consider me ugly?,
37,97,0,Of course you would... Because we\nare those who have been rejected\nby the process of evolution...,
38,25,0,The process of evolution?,
39,75,0,"Across time, Digimon have been\ncontinually evolving, over and\nover again...",
40,70,0,But did you know that there were\nmany that disappeared in the\nprocess?,
41,95,0,The process of evolution will\ncause many species to go extinct.\nNothing can be done about that.,
42,85,0,Quiet! Do you truly believe that\nthe fact nothing can be done will\njustify the means?,
43,27,0,What are you trying to say?,
44,66,0,We are the species that\ndisappeared in the process of\nevolution...,
45,78,0,And we have been accumulating\nthese hateful and pitiful regrets\nall this time.,
46,84,0,Is that... the gathered-up\ndarkness from the hearts of the\nDigimon that disappeared?,
47,62,0,Chosen Children... We have been\nwaiting for you for so long...,
48,17,0,What do you mean?,
49,96,0,"We've been consigned to oblivion\nin this darkness, lurking, while\nyou've been there, laughing...",
50,63,0,"You, who can afford to pass time\nso freely... why do you exist?",
51,72,0,Why do you have the right to\nlaugh... while we must continue to\nlament?!,
52,89,0,Is it because we don't have the\nright to exist in this world?\nBecause we are meaningless?,
53,62,0,We'll rule this world... We'll\ncreate a place for ourselves...,
54,66,0,And those who dare to stand in our\nway will disappear... Hahaha...,
55,25,0,We shall curse the light!,
56,16,0,Ultimate Stream!,
57,7,0,Aaaaah!,
58,14,0,Bloody Stream!,
59,9,0,Kyaaahh!!,
60,16,0,Infinite Cannon!,
61,10,0,Aaaaaaaah!,
62,83,0,Impossible! He's using all the\nabilities of the Digimon that\nwe've defeated before!,
63,72,0,But then that means it'll be like\nfighting all of them at the same\ntime!,
64,36,0,And that's not all! Death\nEvolution!,
65,9,0,No way...,
66,23,0,They all turned back...,
67,20,0,"I'm sorry, Takeru...",
68,41,0,"There's nothing to be sorry for,\nPatamon.",
69,39,0,But now there's no way for us to\nwin...,
70,14,0,Don't give up!,
71,30,0,It's okay! We can still fight!,
72,21,0,If we could evolve...,
73,45,0,"Yeah! Guys, you'll just have to\nevolve again!",
74,7,0,Got it!,
75,30,0,"I'm a little hungry, though...",
76,35,0,Don't worry! Put some fire into\nit!,
77,18,0,"Let's do it, guys!",
78,11,0,Death Claw!,
79,11,0,He broke...,
80,12,0,the Crests?!,
81,25,0,So now they can't evolve!,
82,64,0,"Now, you can understand the\ndespair of not being able to\nevolve.",
83,46,0,I can't believe it... Our Crests\nare broken...,
84,49,0,How are we gonna defeat him if\nthey can't evolve?,
85,29,0,We'll do it! I'm sure we can!,
86,55,0,How did the other Chosen Children\ndefeat him back then?,
87,26,0,Ata dot niu oyn rutl liwi!,
88,9,0,Aaaaaaah!,
89,9,0,Aaaaaaah!,
90,16,0,Huh? Aaaaaaaaah!,
91,9,0,What's...,
92,66,0,This is bad! Our bodies are being\ntransformated into digital data!,
93,6,0,What?!,
94,10,0,So then...,
95,12,0,...what's...,
96,23,0,...gonna happen to us?!,
97,12,0,Aaaaaaaaaah!,
98,13,0,Where are we?,
99,13,0,Where are we?,
100,57,0,It's the world of data. We've been\ntransformed into data.,
101,33,0,We've been transformed into data.,
102,14,0,So... we lost?,
103,14,0,So... we lost?,
104,15,0,Is it all over?,
105,17,0,Don't lose heart!,
106,9,0,Agumon...,
107,44,0,I'll fight until the end! I won't\nlose hope!,
108,54,0,That's right! We've come this far\nby working together!,
109,53,0,Yeah... but we don't know how to\nget our bodies back.,
110,65,0,"And even if we do, we can't get\nyou to evolve without the Crests!",
111,54,0,And who knows what'll happen when\nour data decomposes?,
112,62,0,"Koushirou, didja always know what\nto do during all our fights?",
113,33,0,what to do during all our fights?,
114,65,0,"That's right, there's always been\nsomething new in our adventure!",
115,31,0,something new in our adventure!,
116,73,0,You're right... We didn't know\nanything about the Digimon world\nat first.,
117,62,0,"We were always so nervous, our\nhearts were pounding so hard...",
118,86,0,But we were able to keep going\nbecause you were there! Because\nour friends were there!,
119,31,0,Because our friends were there!,
120,72,0,"There's been a lot of times when I\nfelt miserable, or I wanted to\ncry...",
121,33,0,Aren't you happy to be my friend?,
122,68,0,Yeah... And I think all of you\nbeing here was what made me\nstronger.,
123,26,0,was what made me stronger.,
124,62,0,"Before I met you, Takeru, I\nthought I didn't need to evolve...",
125,80,0,"Yeah! And since I met you,\nPatamon, I know when it's an\nimportant time to fight!",
126,44,0,I know when it's an important time\nto fight!,
127,53,0,"You've always been keeping me in\nyour thoughts, Sora!",
128,10,0,Piyomon...,
129,31,0,And we all love that about you!,
130,31,0,And we all love that about you!,
131,61,0,"I've learned lots of stuff while I\nwas with you, Koushirou...",
132,78,0,"Well, even though your eyes were\nglued to that computer like flies\nto honey...",
133,11,0,Tentomon...,
134,65,0,"But I still think that's another\ngood thing about you, Koushirou.",
135,32,0,"good thing about you, Koushirou.",
136,9,0,Yamato...,
137,47,0,You don't need to say anything. I\nalready know.,
138,15,0,I already know.,
139,58,0,"Hey, Taichi. As long as we're\ntogether, we're unstoppable!",
140,10,0,Of course!,
141,10,0,Of course!,
142,73,0,I can't fail here. Not after\nspending all that time waiting for\nHikari...,
143,10,0,Tailmon...,
144,81,0,I've been waiting all this time so\nI could meet you. So that I could\nprotect you.,
145,31,0,"If I hadn't met you, Tailmon...",
146,31,0,"If I hadn't met you, Tailmon...",
147,41,0,If we hadn't come to the Digimon\nWorld...,
148,41,0,If we hadn't come to the Digimon\nWorld...,
149,37,0,If we hadn't all traveled\ntogether...,
150,37,0,If we hadn't all traveled\ntogether...,
151,30,0,We wouldn't be who we are now.,
152,30,0,We wouldn't be who we are now.,
153,53,0,That's right. The Digimon have\nalways been with us...,
154,23,0,always been with us....,
155,39,0,Our friends have always been with\nus...,
156,39,0,Our friends have always been with\nus...,
157,53,0,We know how important it is to\nhelp each other out...,
158,53,0,We know how important it is to\nhelp each other out...,
159,53,0,"And because of that, we've been\nable to be ourselves!",
160,53,0,"And because of that, we've been\nable to be ourselves!",
161,14,0,You can do it!,
162,14,0,You can do it!,
163,14,0,You can do it!,
164,24,0,We're so proud of you...,
165,24,0,We're so proud of you...,
166,24,0,We're so proud of you...,
167,11,0,Keep at it!,
168,11,0,Keep at it!,
169,27,0,We can't let this end here!,
170,27,0,We can't let this end here!,
171,40,0,We won't let this adventure go to\nwaste!,
172,40,0,We won't let this adventure go to\nwaste!,
173,37,0,"For our Digimon, and for our\nfriends!",
174,20,0,and for our friends!,
175,20,0,and for our friends!,
176,5,0,We...,
177,5,0,We...,
178,5,0,We...,
179,5,0,We...,
180,5,0,We...,
181,5,0,We...,
182,5,0,We...,
183,19,0,...won't turn away!,
184,38,0,We won't lose the light in our\nhearts!,
185,38,0,We won't lose the light in our\nhearts!,
186,38,0,We won't lose the light in our\nhearts!,
187,63,0,It's the Crests! The real Crests\nwere in your hearts all along!,
188,63,0,It's the Crests! The real Crests\nwere in your hearts all along!,
189,63,0,It's the Crests! The real Crests\nwere in your hearts all along!,
190,17,0,In our... hearts?,
191,17,0,In our... hearts?,
192,17,0,In our... hearts?,
193,58,0,The knowledge in my heart... the\nhonesty in Jou's heart...,
194,78,0,"As long as those qualities in our\nhearts are strong, we won't need\nthe Crests!",
195,25,0,we won't need the Crests!,
196,25,0,we won't need the Crests!,
197,83,0,"No, more like... the power of\nfriendship inside my heart isn't\nshining by itself...",
198,84,0,"It's all of our friendship\ngathering inside my heart, and\ngetting my crest to shine!",
199,70,0,"One Crest for the sake of all, and\nall the Crests for the sake of\none!",
200,39,0,and all the Crests for the sake of\none!,
201,39,0,and all the Crests for the sake of\none!,
202,42,0,The light in my heart is\neveryone's light!,
203,44,0,And the hope in my heart is\neveryone's hope!,
204,10,0,Knowledge!,
205,7,0,Purity!,
206,8,0,Honesty!,
207,5,0,Love!,
208,11,0,Friendship!,
209,8,0,Courage!,
210,9,0,What...!?,
211,34,0,We won't let you do as you please!,
212,65,0,W-What? It should be impossible to\nescape from the world of data!,
213,74,0,Things are gonna look bad for you\nif you take the Chosen Children\nlightly!,
214,21,0,"Yeah! Let's go, guys!",
215,78,0,Haaaaaah! Fair enough! I'll\ndestroy your data and make you\ndisappear for good!,
216,11,0,W-What's...,
217,57,0,We don't know what'll happen.\nLet's proceed with caution.,
218,24,0,I can't open the door...,
219,82,0,"There are chains blocking the\ndoor. If we want to open it, we\nneed to unlock them.",
220,46,0,There are still more seals. Let's\nunbind them!,
221,13,0,Ghhhhooohh...,
222,14,0,It's Vamdemon!,
223,14,0,It's Vamdemon!,
224,44,0,Taichi! Tailmon and I will take\ncare of him!,
225,68,0,Hikari... is this your light? I\ncan feel it flowing through my\nbody!,
226,38,0,I can feel it flowing through my\nbody!,
227,36,0,Is this... Tailmon's Ultimate\nform?!,
228,38,0,The seal on Apocalymon's door!\nIt's...,
229,35,0,VenomVamdemon's seal\ndisappeared...,
230,14,0,Ghhhhaaaaah...,
231,17,0,It's MetalEtemon!,
232,17,0,It's MetalEtemon!,
233,70,0,Taichi! Leave this to me and\nPalmon! I won't let anyone else\ngot hurt!,
234,68,0,"So this is Mimi's ""Purity""... I\ncan feel it flowing through my\nbody!",
235,38,0,I can feel it flowing through my\nbody!,
236,26,0,Rosemon! You're so pretty!,
237,38,0,The seal on Apocalymon's door!\nIt's...,
238,33,0,MetalEtemon's seal disappeared...,
239,12,0,Ghhhhaaah...,
240,20,0,It's MetalSeadramon!,
241,20,0,It's MetalSeadramon!,
242,84,0,Taichi! Gomamon and I will take\ncare of it! No water Digimon \nout there can beat us!,
243,70,0,"So this is your honesty, Jou... I\ncan feel it flowing through my\nbody!",
244,38,0,I can feel it flowing through my\nbody!,
