index,limit,speaker,original,translation
0,45,2,"Hey, guys, let's go to\nPinocchimon's mansion.",
1,19,1,We'll lead the way!,
2,80,1,I doubt he'll just be waiting for\nus. He'll most likely challenge us\nto a fight.,
3,73,7,"Wait! He's an Ultimate, you know!\nIt's not gonna be easy to defeat\nhim...",
4,62,2,"But we're gonna have to face him\nin the end, no matter what...",
5,33,4,"Well, let's just see how it goes.",
6,10,3,All right!,
7,9,5,This way!,
8,7,2,Sora...,
9,55,1,"Well, if you say so... we don't\nhave any other options.",
10,77,1,"Don't worry about it. If something\nbad happens, Koromon and I will\nstop them.",
11,67,1,"And when it does, you need to take\nthe others and get out of there.",
12,9,1,Taichi...,
13,20,1,I'm counting on you.,
14,5,1,Okay.,
15,78,1,"So that's Pinocchimon's mansion,\nhuh? Looks like there's two guards\nout there.",
16,54,1,They ain't nothin'! We'll show 'em\nwhat we're made of!,
17,87,1,"Hold it! We don't know what else\nmight be inside, so I'll go first.\nYou guys wait here.",
18,52,144,I'll go in with you! I already\nknow what's in there!,
19,12,190,"Yeah, but...",
20,40,210,Are you still gonna treat me like\na kid?,
21,7,35,Well...,
22,29,109,"Let's go in together, Taichi.",
23,16,172,I agree as well.,
24,27,206,Okay. We'll go in together.,
25,4,217,Now!,
26,31,227,Huh? What monstrosity is this--,
27,28,231,Aaaargh! What're you doing?!,
28,41,239,"You're Pinocchimon's minions,\naren't you?",
29,21,39,"Forsooth, we are not!",
30,22,117,We're not his minions!,
31,21,185,So then what are you?,
32,50,195,We sought a playmate of worth on\nthe other side...,
33,50,216,"Ah, verily. Pinocchimon hath no\nfriends, forsooth.",
34,32,222,So? Is Pinocchimon there or not?,
35,28,45,Hath no hair or hide of him.,
36,49,100,"Forsooth! Well, Delumon, thou\nshalt be our guide.",
37,7,188,Verily!,
38,32,241,Who's gonna be my next playmate?,
39,37,254,"We were waiting for you,\nPinocchimon!",
40,34,39,You... What are *you* doing here?!,
41,8,47,Gyaaaah!,
42,38,77,"Time to settle the score,\nPinocchimon!",
43,64,94,"Hmph! Fine! If you wanna play with\nme that badly, then let's go!",
44,7,127,Taichi!,
45,4,159,Ack!,
46,67,188,"Hahaha! You mooooorooooooons!\nSee, Takeru? I was telling the\ntruth!",
47,43,230,"I have friends! See? Get 'em,\nRedVeggiemon!",
48,19,252,Pinocchimon's gone!,
49,14,19,Where'd he go?,
50,49,41,He can't have gone *that* far.\nLet's go find him!,
51,31,92,"We've got you now, Pinocchimon!",
52,49,143,They're just running left and\nright! How useless!,
53,15,176,"Let's go, guys!",
54,41,205,"All right, Pinocchimon! Let's have\nat it!",
55,5,255,Gh...,
56,31,7,Be wary of the Chosen Children!,
57,65,40,"If you underestimate them, even\nyou might lose, Lord Pinocchimon.",
58,27,78,You're saying I might lose?,
59,44,113,"Hah, there's no way I could lose!\nTake this!",
60,14,122,He fled again!,
61,4,161,Ugh!,
62,50,226,Hah! That caught 'em off guard.\nNow's my chance...,
63,35,229,Lord Pinocchimon! Take me with\nyou!,
64,35,237,Shut up! You'll only be a\nnuisance!,
65,43,242,Wasn't he supposed to be a friend\nof yours?,
66,15,54,W-Who's there?!,
67,61,98,"Oh! Nice timing! Hey, why don't\nyou go up against those guys?",
68,26,133,Hey! Aren't you listening?,
69,88,183,Do you *seriously* think I'd\nlisten to someone who just\nstraight-up murders his friends?,
70,51,215,What did you just say? You're\ngetting on my nerves!,
71,15,9,Cocytus Breath!,
72,11,25,Aaaaaaaagh!,
73,13,67,J-Jureimon...,
74,37,73,What was it... that I was\nmissing...?,
75,7,105,Yamato!,
76,9,199,Yamato...,
