index,limit,speaker,original,translation
0,73,0,"Guys, I know you're all feeling\ndown after what happened to\nPiccolomon...",
1,84,0,"But if all we do is think about\nit, we're not gonna to be able to\nget anything done.",
2,7,0,Taichi.,
3,21,0,"Yeah, Taichi's right.",
4,45,0,"We have to keep going, for\nPiccolomon's sake.",
5,58,0,"You're right. This won't be a safe\nplace for long, either.",
6,15,0,"Yeah, let's go!",
7,22,0,"Are you tired, Hikari?",
8,19,0,I'm fine right now.,
9,84,0,You've seen a lot of horrible\nthings happen as soon as we came\nto the Digital World.,
10,27,0,"You knew Piccolomon, right?",
11,61,0,So it must be a lot more painful\nfor you than it is for me...,
12,34,0,I don't want Piccolomon mad at us.,
13,19,0,"Yeah, you're right.",
14,4,0,Mad?,
15,42,0,Piccolomon was always getting mad\nat us...,
16,73,0,"He said that even though we were\nthe Chosen Children, we were an\neyesore.",
17,43,0,So he always had high expectations\nfor you.,
18,39,0,Right! So we can't let Piccolomon\ndown!,
19,42,0,"So let's give it our all together,\nHikari!",
20,5,0,Okay!,
21,83,0,"It really makes me sad, knowing\nthat all the Digimon we knew\naren't here anymore...",
22,48,0,I don't know if we can keep going\nat this rate…,
23,7,0,Yeah...,
24,37,0,I wonder if I can get any\nstronger...,
25,71,0,Seems like Yamato's feeling\ndown... what can I do to make him\ncheer up?,
26,26,0,You can make food for him.,
27,33,0,It's best to just take it slowly.,
28,67,0,"You're right! If he eats\nsomething, he'll feel better!\nThanks, Jou!",
29,21,0,"Do your best, Takeru!",
30,32,0,But I want Yamato to cheer up...,
31,52,0,Everyone has times when they want\nto take it slowly.,
32,13,0,I guess so...,
33,42,0,I shouldn't rely on Yamato all the\ntime...,
34,22,0,How is everyone doing?,
35,36,0,Everyone's gotten a little stronger.,
36,35,0,Maybe if you give them more time...,
37,79,0,That's good. I'm currently\ndevoting myself to analyzing the\nDark Masters' data.,
38,52,0,We're counting on you! We need a\nway to defeat them.,
39,72,0,Really...? Perhaps it's not the\ntime to be analyzing the Dark\nMasters...,
40,54,0,"Well, we don't really have an easy\nsolution right now.",
41,70,0,"Such a huge difference in power,\neven though they're also\nUltimates...",
42,13,0,Where are we?,
43,10,0,The beach?,
44,15,0,It's the ocean!,
45,56,0,"For some reason, I feel like we've\nbeen here before. Ah!",
46,21,0,Broken phone boxes...,
47,80,0,"This is the shore on File Island,\nwhere we met the Digimon for the\nfirst time...",
48,28,0,We're back at File Island...,
49,35,0,I wonder if this means\nsomething...,
50,12,0,Sh-Shellmon!,
51,24,0,"Do you know him, Taichi?",
52,29,0,We fought this Shellmon once!,
53,78,0,"This isn't the time to be saying\nyou're tired, guys! We have to\nsave everyone!",
54,5,0,Yeah!,
55,9,0,Let's go!,
56,11,0,Baby Flame!,
57,11,0,Petit Fire!,
58,13,0,Magical Fire!,
59,19,0,Whew! We got him...,
60,48,0,"Thanks, Agumon! You've all gotten\nreally strong.",
61,28,0,"Why do you think so, Taichi?",
62,57,0,"When we fought Shellmon before, we\nwere having trouble...",
63,25,0,So we've gotten stronger!,
64,16,0,"I think so, too.",
65,7,0,Really?,
66,25,0,You've grown really well.,
67,28,0,When you put it like that...,
68,25,0,"Whaddya think, Koushirou?",
69,18,0,"Well, maybe a bit.",
70,5,0,Ah...,
71,18,0,"Have I grown, too?",
72,23,0,Of course you've grown.,
73,14,0,What about me?,
74,53,0,"We've just joined them, so we've\ngot some ways to go.",
75,20,0,How disappointing...,
76,49,0,"It's okay, they said everyone's\ngetting stronger!",
77,15,0,What's that...?,
