index,limit,speaker,original,translation
0,49,0,"��������Sorry to keep you waiting, Lord\nVamdemon.",
1,37,0,This is a good spot to make our\nbase.,
2,85,0,Now we just have to deal with the\neighth Chosen Child. Find them as\nsoon as possible.,
3,9,0,"Yes, sir!",
4,9,0,"Yes, sir!",
5,61,0,Morning! Seems like there was an\nawful commotion around here.,
6,58,0,They've been talking about it\nnonstop on the morning news.,
7,51,0,So the only one we're still\nwaiting for would be...,
8,9,0,Just Jou.,
9,24,0,"What's he up to, anyway?",
10,30,0,Let's wait until he gets here.,
11,87,0,It's been a while since I've been\nable to play soccer. I pulled off\nsome nice dribbles.,
12,52,0,Even though you haven't been near\na ball in so long?,
13,80,0,Yeah! All that training in the\nDigital World must have made me a\nbetter athlete.,
14,36,0,"Did you improve at soccer too,\nSora?",
15,79,0,"I dunno. I haven't been able to\nget to a ball lately, so I really\nhave no idea.",
16,25,0,"I wanna play soccer, too!",
17,38,0,"Okay, then let's have a match\nsomeday!",
18,17,0,"Yeah, sounds fun!",
19,21,0,Soccer really is fun.,
20,98,0,"It's a nice day out today. On a\nday like this, I want to go out\nfor a drive and play some music...",
21,30,0,Is your dad busy with his job?,
22,31,0,"Would you take some lunch, too?",
23,45,0,"Yeah, he comes home and then goes\nright back.",
24,44,0,But I guess that's not really a\nbad thing...,
25,5,0,Haha!,
26,39,0,"Yamatoooooo, I wanna ride in a car\ntoo!",
27,46,0,"Well, if we have time, we'll take\nyou driving.",
28,4,0,Yay!,
29,31,0,B-U-T! Only if you're Tsunomon!,
30,57,0,We'd get into a pretty awkward\nsituation if I made lunch.,
31,60,0,"The busier he gets, the more my\ndad pressures me about it...",
32,67,0,"S-sorry. That wasn't very cool of\nme, saying something like that...",
33,49,0,"My dad's going to be up all night\ntonight, too...",
34,77,0,"Ever since we got home, I've been\nbusy performing maintenance on my\ncomputer.",
35,28,0,Is it that important to you?,
36,94,0,"I couldn't repair anything in the\nDigimon world, after all...let\nalone find replacement parts.",
37,92,0,"We're all the way here in the\nhuman world, but I've been stuck\nin his room the whole time...",
38,16,0,"Sorry, Tentomon.",
39,48,0,"You really like computers, don't\nyou, Koushirou?",
40,37,0,Yes. Would you consider that\nstrange?,
41,24,0,It's not strange at all!,
42,28,0,It might be a bit unusual...,
43,42,0,I-is that so? That makes me kind\nof happy.,
44,76,0,Your computer was a really huge\nhelp back when we were in the\nDigimon world.,
45,37,0,It's a privilege to be of\nassistance.,
46,15,0,I thought so...,
47,65,0,Don't worry about it. It's good\nfor people to be a little unique.,
48,8,0,Ahaha...,
49,40,0,I should buy a new computer soon.\nHmm...,
50,75,0,"There really is no place like\nhome! I have food here and a nice,\ncool room!",
51,43,0,"And when you open the fridge,\nthere's cola!",
52,61,0,"Mimi, you haven't even left the\nhouse once since we got back.",
53,68,0,"You're tired from all that walking\nin the Digimon world, aren't you?",
54,79,0,I'm staying home this summer\nvacation! I won't take a single\nstep out the door!,
55,25,0,Aren't you gonna get fat?,
56,36,0,Not even if you were going overseas?,
57,13,0,You're right.,
58,58,0,"You have to exercise, at least a\nlittle. How about soccer?",
59,45,0,"Ehhhhhhhhhhh, I'd prefer a more\ncasual sport.",
60,68,0,"Okay, then maybe I'd leave! If we\nwere going to Hawaii or something.",
61,64,0,"Hawaii's by the ocean, so you'll\nhave the chance to move around.",
62,48,0,"Nah, I wanna drink juice and lie\non the beach...",
63,64,0,"Ahaha, but that's not very\ndifferent from what you'd do at\nhome.",
64,36,0,But it's a good idea! I'll ask\nPapa.,
65,66,0,I'm spending my summer vacation\nrelaxing! This really is the best.,
66,64,0,Sora! I'm gonna spend my vacation\nplaying at my grandma's house!,
67,29,0,"Oh, wow! Where does she live?",
68,21,0,She lives in Shimane.,
69,27,0,Is Patamon coming with you?,
70,16,0,Where's Shimane?,
71,34,0,Yeah! Takeru's taking me with him.,
72,47,0,"It'll be your first time in an\nairplane, right?",
73,48,0,Of course! Being in a flying\nvehicle sounds fun.,
74,17,0,"Haha, sounds fun.",
75,60,0,"It'll be lots of fun! I'm sure\nyou'll be surprised, Patamon!",
76,22,0,"That's horrible, Sora!",
77,56,0,"I *should* know, but it looks like\nit's slipped my mind.",
78,7,0,Really?,
79,27,0,Really. Shimane... Shimane?,
80,5,0,Hmph!,
81,33,0,I wonder if Grandma's doing okay.,
82,15,0,Heeeeeeeeeeeey!,
83,4,0,Jou!,
84,62,0,Sorry. I had a bit of a hard time\nfinding my old class roster.,
85,33,0,Someone's clearly taking it easy.,
86,96,0,"The eighth child witnessed the\nDigimon incident in Hikarigaoka\nfour years ago, just like we did.",
87,71,0,"And furthermore, we should note\nthat they were in this area last\nnight.",
88,36,0,Koushirou found a signal last\nnight.,
89,85,0,"For that reason, I believe that\ntoday we should split up and try\nsearching this area.",
90,7,0,Got it!,
91,58,0,That sounds good... even though\nit's burning hot out here.,
