index,limit,speaker,original,translation
0,33,0,��������We're on another floor...,
1,41,0,"Yeah! We need to find a way out,\nsomehow.",
2,7,0,*growl*,
3,20,0,Huh? That wasn't me.,
4,72,0,Don't worry about it! Everyone's\nstomach growls at one point or\nanother.,
5,22,0,"I swear, it wasn't me!",
6,28,0,It came from that direction!,
7,30,0,Takatooooo! I'm staaaaaarving!,
8,16,0,"Shhhhh, Guilmon!",
9,12,0,Who are you?,
10,14,0,I-I'm... Um...,
11,15,0,Your name! Now!,
12,12,0,I'm Guilmon!,
13,56,0,"Ah, I'm Takato Matsuda. Looks like\nwe both have Digimon.",
14,46,0,Yeah! I'm Taichi Yagami... and\nthis is Agumon!,
15,17,0,Nice to meet you!,
16,27,0,Taichi Yagami?! And Agumon?,
17,18,0,Huh? What's wrong?,
18,94,0,"I-It's nothing... You just, uh,\nhappen to have the same name as a\nreally famous person I know.",
19,62,0,Whoaaaaa! It's Agumon! Takato has\na figure of you in his room!,
20,17,0,"...shhh, Guilmon!",
21,4,0,Huh?,
22,36,0,"U-Uh, just an inside joke.\nAnyway...",
23,30,0,Are you guys hiding something?,
24,12,0,Who are you?,
25,41,0,I'm Hackmon! I love fighting\nstrong guys!,
26,38,0,I love eating bread at Takato's\nplace!,
27,39,0,...Something's wrong with this\npicture.,
28,20,0,So why are you here?,
29,65,0,Well... I was taking some of our\nbread to Guilmon after school...,
30,61,0,"And while I was eating the bread,\na big fuzzy thing appeared!",
31,38,0,"And before we knew it, we were\nhere...",
32,36,0,So it was that black shadow\nagain...,
33,17,0,What's going on?!,
34,11,0,Y-You're...,
35,19,0,That's what we saw!,
36,5,0,Go...,
37,12,0,I-It talked!,
38,6,0,What?!,
39,19,0,Go... further in...,
40,37,0,What do you want from us? Let us\nout!,
41,31,0,"Yeah, what do you want from us?",
42,69,0,"You must fight... defeat the\nenemies, and go further in... or\nelse...",
43,10,0,Wait! Hey!,
44,17,0,It disappeared...,
45,3,0,Gh!,
46,34,0,Heeeeey! Don't run away! Fight me!,
47,33,0,It said we need to go in further.,
48,33,0,We don't have to do what he says.,
49,61,0,"But we have to keep going if we\nwanna get out of here, right?",
50,48,0,I guess our only choice is to do\nwhat it says...,
51,76,0,I guess that's our only option.\nWe'll do whatever we can in order\nto escape.,
52,39,0,"...We'll all have to go together,\nthen!",
53,18,0,Um... I'll go too!,
54,8,0,"Me, too!",
55,47,0,"Yeah, we'll feel better having you\nguys around.",
56,12,0,"Hey, Takato!",
57,14,0,"What, Guilmon?",
58,69,0,"You got to meet Taichi and Agumon,\nso why aren't you saying anything?",
59,39,0,"What, that I already know who they\nare?",
60,5,0,Yeah!,
61,48,0,"If I say that, that's only going\nto confuse him!",
62,7,0,Really?,
63,94,0,It's gonna be a big shock for him\nif I tell him about Digimon being\nall the rage in our world!,
64,86,0,"Anyway, just being in the presence\nof people I admire so much is good\nenough for me...",
65,12,0,Hey! Takato!,
66,19,0,"What is it, Taichi?",
67,41,0,Breaktime's gonna be over soon!\nLet's go!,
68,17,0,Okay! I'm coming!,
69,81,0,I wonder if all my friends at\nschool will believe me if I tell\nthem about this...,
70,30,0,"You look really happy, Takato!",
71,47,0,"Remember, we're keeping this a\nsecret from him!",
72,5,0,Okay!,
73,28,0,"Takato, look! It's the exit!",
74,13,0,You're right!,
75,10,0,Yaaaaaaay!,
76,16,0,W-Wait! Guilmon!,
77,33,0,Whaaaaa? Why is there another me?,
78,23,0,Is that a fake Guilmon?,
79,20,0,There's another one!,
80,34,0,"Taichi, that Guilmon is dangerous!",
81,15,0,Yeah! Let's go!,
82,31,0,"We did it, but that was hard...",
83,28,0,That really hurt... a lot...,
84,17,0,"Not bad, you two.",
85,45,0,Hey! Don't treat this like some\nkind of game!,
86,21,0,Don't worry about it!,
87,76,0,"Now's our chance to leave! I guess\nwe're going to have to split off,\nTakato.",
88,14,0,What?! Really?,
89,64,0,I guess we're supposed to be\nmeeting someone new on every\nlevel.,
90,62,0,"I see... Um, excuse me, but can I\nask you for a favor, Taichi?",
91,9,0,Me? What?,
92,24,0,Please... shake my hand!,
93,6,0,What?!,
94,7,0,Please!,
95,21,0,"Well... I can, but...",
96,50,0,Aaaaaah! I shook Taichi's hand!\nThank you so much!,
97,25,0,"Isn't that great, Takato?",
98,66,0,"I... have no idea what's going on,\nbut hey, I'm glad you're happy.",
99,23,0,"All right, we're going!",
100,27,0,"We'll find a way out, okay?",
101,5,0,Okay!,
102,10,0,Good luck!,
103,46,0,"I wanna eat more of your family\nbread, Takato!",
104,52,0,"Yeah! We'll have to find a way\nhome, no matter what!",
105,22,0,【Area 1】,
106,22,0,【Area 2】,
107,22,0,【Area 3】,
