index,limit,speaker,original,translation
0,42,0,"Koushirou, stay back! Take care of\nHikari!",
1,31,0,"Taichi! At this rate, you'll...",
2,27,0,You're bein' real stubborn!,
3,83,0,"Fine! Call me stubborn if you\nlike! Just leave it to me, I'll\nfind a way to manage!",
4,11,0,WarGreymon!,
5,16,0,War...Greymon...,
6,7,0,Taichi!,
7,15,0,So. Who's next?,
8,7,0,Taichi!,
9,16,0,Ugh... Yamato...,
10,7,0,Taichi!,
11,7,0,Taichi!,
12,21,0,"Taichi, are you okay?",
13,14,0,Jou... Mimi...,
14,36,0,Ogremon and the others are here\ntoo!,
15,50,0,I see... we've got a lot of\nfriends on our side...,
16,102,0,"My, someone's late. But it doesn't \nmatter whether you're early or \nlate. The result will be the same.",
17,73,0,"You're finally here... I've been\nwaiting for you all this time, you\nknow.",
18,9,0,Taichi...,
19,49,0,"I believed you'd come... no, I\nknew you'd come...",
20,71,0,"...Thank you. Thank you for\nbelieving in me. But I'm sorry,\nI'm late...",
21,32,0,Taichi... you're my true friend!,
22,39,0,And I won't throw your friendship\naway!,
23,14,0,Huh? That's...,
24,6,0,What?!,
25,65,0,Yamato's Crest of Friendship is\nbringing WarGreymon back to life!,
26,30,0,Thanks! Now I can fight again!,
27,43,0,"Hmph! I wanted to defeat you, one\nby one...",
28,94,0,"But you're free to die in whatever\nway you please. After all, the end\nresult will be the same.",
29,55,0,"And if you want to suffer that\nbadly, I won't stop you.",
30,20,0,"Oh, shut your mouth!",
31,34,0,"Guys, let's take him out together!",
32,5,0,Yeah!,
33,9,0,Hahaha...,
34,20,255,"All right, let's go!",
35,5,255,Wait!,
36,7,255,Taichi!,
37,16,255,What's going on?,
38,39,255,He's taken Taichi and Yamato\nsomewhere!,
39,39,255,He's taken Taichi and Yamato\nsomewhere!,
40,25,255,"Look, they're right here!",
41,34,255,He... he turned them into dolls...,
42,66,255,That's right. They've become my\nprizes for my personal collection.,
43,31,255,Hahaha! I wonder who's next...?,
44,22,255,Run! Get to that cave!,
45,9,255,Andromon!,
46,22,255,I'll take care of him!,
47,6,255,But...,
48,51,255,"Come on, Sora! We can't let his\nefforts be in vain!",
49,6,255,Hurry!,
50,33,255,But what about Taichi and Yamato?,
51,73,255,I'm sure there's a way to save\nthem. We'll figure it out while we\nescape!,
52,40,255,"Now Andromon is a doll, too. Who's\nnext?",
53,18,255,"Not Andromon, too!",
54,9,255,"Go, Sora!",
55,27,255,We'll figure something out!,
56,15,255,Jou! Koushirou!,
57,10,255,Gyaaaaaah!,
58,12,255,Aaaaaaaaaah!,
59,26,255,What'dya do to Koushirou?!,
60,42,255,I'll get you back for what you did\nto Jou!,
61,20,255,Hikari! Takeru! Run!,
62,61,255,"Oh, it's pointless to run. I've\ngot you. You cannot escape...",
63,20,255,Koushirou... Mimi...,
64,24,255,Is Jou gonna be okay...?,
65,43,255,I'll save the others! Just get out\nof here!,
66,12,255,It's over...,
67,13,255,"No, it's not!",
68,14,255,Perhaps it is.,
69,8,255,Sora...!,
70,5,255,Sora!,
71,10,255,"See, look!",
72,10,255,"See, look!",
73,9,255,Takeru...,
74,8,255,What...?,
75,29,255,Take Hikari with you and run.,
76,26,255,What?! But what about you?,
77,24,255,Forget about me. Got it?,
78,7,255,O-Okay.,
79,45,0,"No matter what happens, you need\nto get away.",
80,42,255,"Okay. I'll protect Hikari, no\nmatter what!",
81,39,255,Good. Now hurry up and get out of\nhere!,
82,11,255,N-No way...,
83,18,255,It's a dead end...,
84,6,255,What?!,
85,16,255,Leave him to me!,
86,12,255,Aaaaaaaargh!,
87,8,255,Angemon!,
88,9,255,Takeru...,
89,78,255,"(This is bad. I have to pull\nmyself together, or Hikari will\nget scared, too.)",
90,35,255,"Don't worry, Angemon can handle\nit.",
91,46,255,There's nowhere left for you to\nrun! Hahaha...,
92,32,255,(This is it. This is the end...),
93,9,255,Yamato...,
94,22,255,"Takeru, don't give up!",
95,14,255,Big brother...,
96,53,255,"You're my brother! You can't give\nup, no matter what!",
97,43,255,"You have to be strong, until it's\nall over!",
98,47,255,I won't give up. I won't give up\nuntil the end!,
99,60,255,"If I die here, this world and our\nworld will be destroyed...",
100,35,255,So I won't give up!\nAngemoooooooon!,
101,9,255,Takeru...,
102,27,255,Angemon... super-evolved...,
103,11,255,Whoaaaaaaa!,
104,6,255,What?!,
105,30,255,Receive my Sword of Judgement!,
106,8,255,Tailmon!,
107,21,255,"Yeah, I'm joining in!",
108,34,255,How interesting! I'll take you on!,
109,19,255,Give everyone back!,
110,6,0,No...!,
111,5,255,Wait!,
112,5,255,Wait!,
113,45,255,"Don't you forget, I have these\ndolls with me.",
114,45,255,"Don't you forget, I have these\ndolls with me.",
115,11,255,You coward!,
116,44,255,There's no need to worry!\nHoly Disinfection!,
117,29,255,"Guys, we're back to normal...",
118,9,255,Taichi...,
119,9,255,Yamato...,
120,7,255,Hikari!,
121,22,255,Takeru! You did great!,
122,65,255,"It was thanks to you, Yamato! You\nwere the one who cheered me on!",
123,59,255,I thought I could let you live by\nturning you into dolls...,
124,60,255,"If you want to die that badly,\nthen I shall grant your wish!",
125,40,255,Argh! What are these fellas doin'\nhere?!,
126,19,255,We're surrounded...,
127,38,255,But there's no way we'll lose to\nthem!,
128,14,255,No way at all!,
129,19,255,Fist of the Tyrant!,
130,8,255,Ogremon!,
131,91,255,Heyo! Looks like we got a whole\ncrowd of enemies here. Want me to\nlend a hand? Heh heh heh.,
132,15,255,Tch! Insects...,
133,26,255,"Thanks for the help, guys!",
134,34,255,Leave them to us! Go after Piemon!,
135,28,255,Okay! We're counting on you!,
136,18,255,"Get ready, Piemon!",
137,77,255,"Don't get carried away, my dear\nChosen Children! I'll show you my\ntrue power!",
138,41,255,"All right, guys, this is the last\nbattle!",
139,14,255,Heaven's Gate!,
140,10,255,That's...!,
141,73,255,I shall bury your evil spirit in\nthe subspace that lies beyond this\ngate.,
142,8,255,W-What!?,
143,14,255,Ngaaaaaaaaaah!,
144,18,255,Let's finish this!,
145,5,255,Yeah!,
146,11,255,Gaia Force!,
147,16,255,Garuru Tomahawk!,
148,12,255,Gaaaaaaaaah!,
149,13,255,...It's over.,
150,7,255,Yeah...,
151,7,0,We won!,
152,19,255,Now we can go home!,
153,20,0,Something's wrong...,
154,7,255,Yeah...,
155,47,255,The Digimon world hasn't gone back\nto normal...,
156,35,255,Huh? There's a message from\nGennai!,
157,11,255,Impossible!,
158,14,255,What'd he say?,
159,54,255,It seems that our true enemy isn't\nthe Dark Masters...,
160,6,255,What?!,
161,67,255,Our true enemy is... an existence\nthat was neglected by this world.,
162,84,255,The Dark Masters were able to\ngather all the power they did\nbecause of this enemy...,
163,32,255,"So then who's this ""true enemy""?",
164,12,255,Aaaaaaaaagh!,
