index,limit,speaker,original,translation
0,25,0,��������30 minutes ago...,
1,15,0,Stupid Patamon!,
2,43,0,"Do whatever you want, Takeru! I\ndon't care!",
3,12,0,Right now...,
4,30,0,I wonder where Patamon went...,
5,36,0,He flew away after you told him\noff.,
6,90,0,I *had* to say something! It's his\nown fault for asking me all those\npersonal questions...,
7,78,0,"Stuff like ""Was it hard to have to\nlive separately from your brother\nand dad?""",
8,51,0,"I understand, but I still think\nyou were too harsh.",
9,26,0,I was just being honest...,
10,37,0,"C'mon, let's go make up with\nPatamon.",
11,7,0,Okay...,
12,37,0,I think he's that way! Let's go\nlook!,
13,21,0,Where did Patamon go?,
14,9,0,Takeru...,
15,17,0,"Cheer up, Takeru.",
16,11,0,"Hey, missy!",
17,16,0,What time is it?,
18,47,0,"Tch! What's wrong, are you scared\nof our faces?",
19,74,0,"Y'know, Shibuya is the best! It's\nso much more fun than the Digimon\nworld!",
20,26,0,It's Pumpmon and Gotsumon!,
21,26,0,Do you know those Digimon?,
22,32,0,They must be Vamdemon's minions!,
23,16,0,What?! Let's go!,
24,5,0,Yeah!,
25,18,0,Pumpmon! Gotsumon!,
26,5,0,Wah?!,
27,24,0,Aaaaah! Chosen Children!,
28,55,0,Did you come here to look for the\neighth Chosen Child?!,
29,63,0,"Yeah, but hanging out in Shibuya\nwound up being a lot more fun.",
30,53,0,Hanging out in Shibuya wound up\nbeing a lot more fun?,
31,42,0,We've totally become Shibuya-type\nDigimon!,
32,21,0,Shibuya-type Digimon?,
33,54,0,What kind of little scheme are you\ntwo coming up with?,
34,15,0,Nothing at all!,
35,15,0,Nothing at all!,
36,16,0,"Aaaaah, they...!",
37,18,0,Let's follow them!,
38,20,0,Ten minutes later...,
39,16,0,*pant* *pant*...,
40,16,0,Where'd they go?,
41,19,0,"Over there, Yamato!",
42,18,0,This is delicious!,
43,45,0,You can't get ice cream\nin the Digimon world!,
44,18,0,Pumpmon! Gotsumon!,
45,26,0,Uh-oh! We've been spotted!,
46,5,0,Run!!,
47,5,0,Wait!,
48,20,0,Ten minutes later...,
49,16,0,*pant* *pant*...,
50,32,0,*pant* Where are they this time?,
51,19,0,"Yamato, over there!",
52,37,0,Wouldn't you look better in this\none?,
53,16,0,"I think so, too!",
54,10,0,Found you!,
55,20,0,They found us again!,
56,11,0,Ruuuuuuun!!,
57,10,0,D-darn it!,
58,36,0,"I'm so tired, I can't run\nanymore...",
59,10,0,They're...,
60,15,0,Aaaah! Patamon!,
61,27,0,"Takeru, let's go after him!",
62,22,0,Wait! Patamooooooooon!,
63,24,0,They didn't follow us...,
64,36,0,Should we wait and see what\nhappens?,
65,23,0,"Hmm... Yeah, we should.",
66,14,0,Lord Vamdemon!,
67,14,0,Lord Vamdemon!,
68,18,0,Pumpmon. Gotsumon.,
69,9,0,"Yes, sir!",
70,9,0,"Yes, sir!",
71,43,0,Have you found the eighth Chosen\nChild yet?,
72,28,0,We still haven't found them.,
73,64,0,Then why haven't you seized the\nCrests from the Chosen Children?,
74,43,0,We were thinking about doing that\njust now!,
75,13,0,What he said!,
76,18,0,Patamooooooooooon!,
77,28,0,Takeru! Why'd you come here?,
78,39,0,"Sorry, Patamon, I was too harsh on\nyou.",
79,8,0,Patamon!,
80,18,0,"...I'm sorry, too.",
81,5,0,Okay!,
82,21,0,"That's great, Takeru!",
83,21,0,"Hey, Chosen Children!",
84,31,0,Hand over your Tags and Crests!,
85,5,0,Huh?!,
86,46,0,What happened now? What's with the\none-eighty?,
87,77,0,I guess we should have expected\nthis. They were Vamdemon's minions\nall along.,
88,33,0,Guess we'll have to fight them...,
89,10,0,Roaaaaaar!,
90,18,0,We'll mess you up!,
91,22,0,They're coming for us!,
92,27,0,"All right then, come at us!",
93,13,0,...I give up.,
94,8,0,"Me, too.",
95,4,0,Huh?,
96,81,0,I'd have a lot more fun hanging\nout in Shibuya than fighting the\nChosen Children.,
97,31,0,"Yeah, yeah. Wanna hang with us?",
98,13,0,Whaaaaaaaaat?,
99,24,0,I don't get them at all.,
100,15,0,W-what's wrong?,
101,18,0,Vamdemon's coming!,
102,45,0,Why haven't you defeated the\nChosen Children?,
103,19,0,T-that's because...,
104,48,0,You're worthless! I have no\nfurther use for you!,
105,11,0,Night Raid!,
106,19,0,Gyaaaaaaaaaaaaaaah!,
107,19,0,Gyaaaaaaaaaaaaaaah!,
108,8,0,Pumpmon!,
109,9,0,Gotsumon!,
110,12,0,You're next.,
111,52,0,They were good guys... You didn't\nhave to kill them!,
112,31,0,*sob* What are we gonna do now?,
113,30,0,Takeru... I'll protect Takeru!,
114,27,0,Patamoooooooooooooooooooon!,
115,43,0,Vamdemon! I won't let you do as\nyou please!,
116,16,0,Ngh... You're...,
117,21,0,Angemon! You evolved!,
118,82,0,The one who holds holy power...\nWe'll put this fight on hold for\nnow! Mwahahahaha!,
119,22,0,Pumpmon... Gotsumon...,
120,62,0,"We knew them for such a short\ntime, but they were our friends.",
121,7,0,Yeah...,
122,14,0,Let's go home.,
123,42,0,"Wait, Yamato! We have to look for\nPatamon!",
124,21,0,"A-ah. Sorry, sorry...",
125,28,0,"Miss, have you seen Patamon?",
126,25,0,"Patamon? Uh, what's that?",
127,9,0,T-Takeru!,
128,24,0,"Nothing, nothing, Ahaha.",
129,30,0,"Mister, have you seen Patamon?",
130,12,0,Hm? Patamon?,
131,9,0,T-Takeru!,
132,36,0,But we're keeping the Digimon secret,
133,31,0,He may have devolved to Tokomon,
134,21,0,"Right, it's a secret.",
135,60,0,"I'll do everything I can to help\nyou find Patamon, so relax.",
136,15,0,"Thanks, Yamato!",
137,43,0,"Anyway, mister! Forget what you\njust heard!",
138,6,0,*sigh*,
139,45,0,Looks like he's sleeping... he\nmust be drunk.,
140,69,0,What!? That means he's in danger!\nIf he gets attacked by a\nDigimon...,
141,46,0,"S-sorry, I was joking. Let's look\nfor Patamon!",
142,5,0,Yeah.,
143,75,0,"Patter, patter... now that I think\nabout it, I messed up in that golf\ngame.",
144,46,0,I'll ask this old lady. Have you\nseen Patamon?,
145,6,0,Hello?,
146,33,0,Did you just call me an old lady?,
147,30,0,T-Takeru! Don't call her that!,
148,22,0,It's nothing... Ahaha.,
149,30,0,"Mister, have you seen Patamon?",
150,7,0,I have.,
151,15,0,Really!? Where?,
152,6,0,*burp*,
153,42,0,"Looks like he's drunk... let's go,\nTakeru.",
154,7,0,Okay...,
155,24,0,10 more minutes later...,
