index,limit,speaker,original,translation
0,42,0,"No one's around. Tentomon, come\nover here!",
1,8,0,Right-o!,
2,6,0,*whew*,
3,33,0,"So this is your place, Koushirou?",
4,6,0,Y-Yes?,
5,24,0,W-What are we gonna do?!,
6,13,0,"Please, hide!",
7,16,0,Ah? You're home.,
8,31,0,I-I'm home! Camp was cancelled.,
9,7,0,Really?,
10,13,0,What's wrong?,
11,16,0,Nothing's wrong.,
12,8,0,I see...,
13,6,0,*whew*,
14,84,0,"Hey, it's the first time you're\nseein' her in a while. Aren't'cha\nbein' a bit blunt?",
15,17,0,"No, that's not...",
16,51,0,"Hey, dear. When are we going to\ntell him the truth?",
17,86,0,"Why don't we wait a bit longer? If\nwe tell Koushirou now, it'll be a\nreally big shock.",
18,50,0,But I wonder if he's already\nrealized it by now...,
19,48,0,That he's not our real son. That\nhe's adopted...,
20,21,0,Did something happen?,
21,29,0,"Nothing in particular, but...",
22,23,0,Koushirou... Koushirou!,
23,9,0,You 'kay?,
24,5,0,Yeah.,
25,52,0,Looks like we've received an\ne-mail... from Gennai?!,
26,14,0,What happened?,
27,60,0,This is bad! An unidentified\nDigimon has landed in Shibaura!,
28,6,0,What?!,
29,23,0,Is this Shibaura Wharf?,
30,27,0,"Yes, according to Gennai...",
31,52,0,...the unidentified Digimon\nshould have landed here.,
32,64,0,"I'd feel right better 'bout this\nif the others were here, but...",
33,36,0,Everyone should be asleep right\nnow.,
34,60,0,Can't help it. I'll just have to\nwing it on my own some way.,
35,4,0,Yes!,
36,15,0,W-what's that!?,
37,18,0,I-it's over there!,
38,15,0,That's Raremon!,
39,25,0,Ugh! What's that smell...,
40,23,0,It's comin' this-a-way!,
41,62,0,We have to do something before he\nturns around and notices us!,
42,19,0,"Let's go, Tentomon!",
43,7,0,Got it!,
44,20,0,"We did it, Tentomon!",
45,39,0,We managed to floor him by\nourselves...,
46,17,0,Ah! The Digivice!,
47,17,0,What's going on?!,
48,32,0,The eighth child must be nearby!,
49,13,0,Ah! You're...,
50,16,0,Ah! PicoDevimon!,
51,55,0,"You aren't chasing the eighth\nchild's signal, are you?!",
52,45,0,We won't letcha have the eighth\nChosen Child!,
53,25,0,Gh... I'll remember this!,
54,8,0,He left.,
55,29,0,"We're safe for now, Tentomon.",
56,41,0,"So, what 'bout the eighth child's\nsignal?",
57,36,0,"Right! Ah, the signal's\nvanishing...",
58,12,0,Right shame.,
59,69,0,But at least now we know the\neighth child isn't around\nHikarigaoka...,
60,69,0,We've learned enough. It seems\nthat Taichi's suspicions were\ncorrect.,
61,6,0,Right.,
62,11,0,T-that's...,
63,24,0,"What's wrong, Koushirou?",
64,63,0,I just saw a cat over there that\nlooks similar to Taichi's cat.,
65,35,0,Wonder what it's doin' over\nhere...,
66,49,0,I don't know. Maybe it hid some\nfood around here?,
67,25,0,I'm gettin' kinda hungry.,
68,50,0,Hahaha. I'll bring you something\nwhen we get home.,
69,17,0,Sorry 'bout that.,
