index,limit,speaker,original,translation
0,57,0,"����Hm? There's a ton of Digimon here,\nfor some reason...",
1,40,0,Is there some kind of festival\ngoing on?,
2,40,0,"Look, Taichi! There's a poster up\nthere.",
3,36,0,What's that? The DigiOne Grand\nPrix?,
4,49,0,"You guys should enter, too! Okay,\nentry accepted!",
5,34,0,Wait! What's a Gazimon doing here?,
6,45,0,And what's this about the DigiOne\nGrand Prix?,
7,80,0,The DigiOne Grand Prix is an\nannual competition where Digimon\ntest their skills!,
8,53,0,"I am Gazimon, the producer of the\nDigiOne Grand Prix.",
9,46,0,I thought all the Gazimon worked\nfor Etemon...,
10,34,0,"I'm just an oddball Gazimon, then.",
11,39,0,"If you guys don't join, it's your\nloss!",
12,46,0,"There's an amazing prize for\nwinning, you see!",
13,37,0,Huh... it sounds kind of\ninteresting.,
14,52,0,It'd be nice to do something like\nthis for a change.,
15,97,0,Contestants should speak to me\nwhen they're ready. I'll explain\nthe rules before the game starts.,
16,22,0,"Okay, we'll come back.",
17,34,0,"All right, I'll explain the rules.",
18,57,0,"There will be three battles, with\nno breaks in between...",
19,90,0,You'll get a fabulous prize if you\nemerge victorious. Those are the\nrules. Happy fighting!,
20,75,0,And so ends the battle! A\nbreakthrough in the first round!\nCongratulations!,
21,15,0,"Not bad, right?",
22,8,0,Not bad.,
23,74,0,"Oh, don't get comfortable yet.\nYour second round opponent is...\nthis team!",
24,75,0,"And so ends the battle! A\nbreakthrough in the second round,\nright on track!",
25,34,0,We'll keep going as far as we can!,
26,53,0,"That's the spirit! At last, it's\ntime for the finals!",
27,72,0,But the enemies you've faced up\nuntil now are nothing compared to\nthese!,
28,28,0,Think you can take 'em down?,
29,23,0,And so ends the battle!,
30,45,0,This year's DigiOne Grand Prix\nwinners are...,
31,53,0,"...the Agumon team!\nCongratulations, congratulations!",
32,41,0,Wow! I didn't know we were *this*\nstrong.,
33,22,0,We're expert fighters!,
34,39,0,"So then, here's the prize, as\npromised!",
35,7,0,Hooray!,
36,35,0,"We did it, Taichi! We did it,\nguys!",
37,46,0,"Thanks for helping us out, Mimi!\nThanks, guys!",
38,43,0,Please come back as a contestant\nnext year!,
39,61,0,"Ah, that was fun. We should come\nback again sometime, Taichi.",
40,41,0,Yeah! We'll be a lot stronger when\nwe do.,
41,97,0,"I've been burning up and training\nthis whole past year. I, Meramon,\nwill be the winner for sure!!",
42,41,0,"I, Meramon, will be the winner for\nsure!!",
