index,limit,speaker,original,translation
0,40,0,��������Takeru! It's the amusement park!,
1,25,0,Which one should we ride?,
2,39,0,I wonder if they sell cola at the\nshop?,
3,43,0,"Yamato, is there anything you want\nto ride?",
4,7,0,Yamato?,
5,40,0,"Yamato, let's go ride that Ferris\nwheel!",
6,13,0,I... I can't!,
7,7,0,Yamato!,
8,22,0,What's wrong with him?,
9,27,0,"Takeru, let's go after him!",
10,5,0,Yeah!,
11,25,0,There he is! It's Yamato!,
12,13,0,"Yamato, wait!",
13,9,0,Yamato...,
14,38,0,Takeru...I'm sure Yamato had a\nreason.,
15,42,0,"Yeah, there's gotta be something\ngoing on.",
16,27,0,It must be because of me...,
17,67,0,I always say selfish things and\nhe's always been patient with\nme...,
18,32,0,He must have started to hate me.,
19,26,0,Takeru! Believe in Yamato!,
20,8,0,...Okay.,
21,7,0,Yamato!,
22,26,0,...S-stop it. Stay away...,
23,40,0,I've never seen Yamato like this\nbefore!,
24,37,0,I've taken this child's strong\nheart.,
25,14,0,It's Vadermon!,
26,34,0,You said you took Yamato's heart?!,
27,91,0,"Without a strong heart, he is\ndoomed to succumb to fear. He will\nbe like that for eternity.",
28,48,0,No! My brother is kind and calm\nand very strong!,
29,10,0,Takeru...!,
30,25,0,Give back Yamato's heart!,
31,21,0,"Yamato, are you okay?",
32,61,0,"...Yeah, I'm fine. I'm not afraid\nof you and Gabumon anymore.",
33,17,0,Thank goodness...,
34,42,0,"Thank you, Takeru. Oh, right...\ntake this.",
35,12,0,What's this?,
36,62,0,"Vadermon dropped it, so I picked\nit up. Let's take it with us.",
37,78,0,"Now that you've gotten your strong\nheart back, let's ride the roller\ncoasters.",
38,40,0,Whaaaat? The Ferris wheel's good\nenough!,
39,28,0,"Yamato, which do you prefer?",
40,37,0,Uh...I'll... excuse myself from\nboth.,
41,50,0,"Come on, Yamato, are you *sure*\nyou're not scared?",
42,18,0,D-don't be stupid!,
43,30,0,Really? What a shocking twist!,
44,16,0,"Hey, stop it...!",
45,21,0,"Are you okay, Takeru?",
46,35,0,I wonder what happened to\nYamato...,
47,24,0,Let's find Yamato first!,
48,9,0,Yamato...,
49,24,0,He's started to hate me.,
50,32,0,He was acting kind of strange...,
51,25,0,"Takeru, please calm down!",
52,20,0,What should we do...,
53,9,0,Takeru...,
54,59,0,"Yamato certainly wasn't acting\nlike his usual self, was he?",
55,20,0,"Help him, Koushirou!",
56,10,0,Of course!,
57,27,0,"Please feel better, Takeru.",
58,16,0,"Thank you, Sora.",
59,54,0,"Yamato must have had a reason.\nBelieve in him, Takeru.",
60,23,0,I'll believe in Yamato.,
61,25,0,I'm scared to see Yamato.,
62,48,0,"Come on, let's find Yamato as\nquickly as we can.",
63,5,0,Okay!,
64,49,0,He was almost like a completely\ndifferent person.,
65,9,0,Takeru...,
66,53,0,"Hey, Takeru... got any idea how\nYamato got like that?",
67,10,0,No idea...,
68,35,0,Maybe because I used his harmonica?,
69,22,0,Okay... what happened?,
70,37,0,"I was trying to keep it quiet,\nbut...",
71,50,0,Yamato wouldn't get mad about\nsomething like that.,
72,33,0,"In any case, we have to find him.",
73,6,0,Right!,
