index,limit,speaker,original,translation
0,22,0,��������Nf... U-Ugh...,
1,12,0,Where am...?,
2,17,0,"Oh, you're awake?",
3,7,0,Hikari!,
4,20,0,Takeru... Tailmon...,
5,16,0,How do you feel?,
6,48,0,My fever's coming down. And I feel\na lot better.,
7,25,0,"Oh, Hikari! You're awake.",
8,8,0,Sora...?,
9,15,0,Where's Taichi?,
10,72,0,"I couldn't find him anywhere\nnearby, but I've found this: cold\nmedicine!",
11,62,0,Pretty sure Taichi must have\ngotten it for you and dropped it.,
12,73,0,Medicine that Taichi had... so\ndoes that mean he's somewhere\naround here?,
13,86,0,"Seems like this place is a maze.\nIf we look for him together, I'm\nsure we'll find him.",
14,21,0,You see? So cheer up!,
15,57,0,"I'll help you guys out! I'm his\nlittle sister, after all!",
16,5,0,Wait!,
17,19,0,"What's wrong, Sora?",
18,43,0,Quiet! I can hear voices coming\nfrom there!,
19,26,0,Let's get a little closer.,
20,24,0,Work! Work! Work harder!,
21,6,0,Nuuuu!,
22,69,0,"Listen up, Numemon. This here\nmountain's the property of\nMugendramon.",
23,95,0,"And you all are the power source\nfor the greater urban area! So\nwork, work, work until you die!",
24,7,0,Nuuuu!!,
25,21,0,Is that... Monzaemon?,
26,41,0,That's not Monzaemon. It's\nWaruMonzaemon!,
27,19,0,The poor Numemon...,
28,11,0,Hikari...?!,
29,7,0,Nuuuu!?,
30,33,0,What's going on? Flaking off now?,
31,9,0,Y...You!!,
32,15,0,Gyaaaaah! Run!!,
33,22,0,Hey! Stop right there!,
34,59,0,"Tailmon, don't worry about me. We\nhave to free the Numemon.",
35,12,0,All right...,
36,5,0,Stop!,
37,27,0,"What are we gonna do, Sora?",
38,32,0,The only thing we can do is run!,
39,29,0,Lady Hikari... Lady Hikari...,
40,18,0,The Numemon are...,
41,9,0,Gyaaaaah!,
42,7,0,Aaaaah!,
43,7,0,Hikari?,
44,12,0,"Nu, nuuuuuu!",
45,56,0,"Hey, you Numemon over there!\nWhaddya think you're doing?",
46,3,0,Nu!,
47,32,0,...Gh! Who released the Numemon?,
48,17,0,That would be me.,
49,7,0,Hikari!,
50,7,0,Hikari!,
51,9,0,"Why, you!",
52,6,0,Nuuuu!,
53,55,0,"You think you can defeat *me*, the\ngreat WaruMonzaemon?",
54,7,0,"Nu, nu!",
55,33,0,Hah hah ha! It's the end for you!,
56,27,0,W-What's with this light...,
57,9,0,Hikari...,
58,38,0,I feel power coming from inside\nher...,
59,53,0,"Yeah, there's power overflowing\nfrom inside her body!",
60,22,0,Wanna try going at it?,
61,21,0,Yeah! Leave it to us!,
62,27,0,I'm ready whenever you are!,
63,8,0,Gaaahh!!,
64,22,0,"Are you okay, Numemon?",
65,11,0,Nu... nu...,
66,32,0,They'll be okay in no time flat!,
67,17,0,Thank goodness...,
68,17,0,Hikari's light...,
69,34,0,The light is showing us the way...,
70,71,0,"If we keep following the light,\nmaybe we'll find Taichi and the\nothers!",
71,48,0,"Okay! We'll put our faith in your\nlight, Hikari.",
72,37,0,Sora... I wonder how Yamato is\ndoing?,
73,28,0,Yamato has Gabumon with him.,
74,33,0,"He wouldn't want you sad, Takeru.",
75,40,0,Those two won't be taken down so\neasily.,
76,46,0,I'm sure he'll come back when he\nfeels better.,
77,7,0,Yeah...,
78,38,0,"I'm sure he's thinking of you,\nTakeru.",
79,27,0,"So have faith in him, okay?",
80,47,0,You're right... Yamato's always\nthinking of me.,
81,49,0,"But this time, I'll be the one to\nlook after him!",
82,5,0,Yeah!,
